Protocol timestamp, Sensor Distance0, Sensor Distance2
     15.721500,   -4.00714,  -8.45864
     15.722000,   -4.13674,  -8.37379
     15.722500,   -4.26790,  -8.29284
     15.723000,   -4.39984,  -8.21267
     15.723500,   -4.53333,  -8.12938
     15.724000,   -4.66761,  -8.04843
     15.724500,   -4.80304,  -7.96748
     15.725000,   -4.93926,  -7.88730
     15.725500,   -5.07665,  -7.80635
     15.726000,   -5.21481,  -7.72618
     15.726500,   -5.35414,  -7.64600
     15.727000,   -5.49386,  -7.56816
     15.727500,   -5.63475,  -7.48877
     15.728000,   -5.77642,  -7.40937
     15.728500,   -5.91886,  -7.33153
     15.729000,   -6.06209,  -7.25369
     15.729500,   -6.20609,  -7.17585
     15.730000,   -6.35048,  -7.09802
     15.730500,   -6.49565,  -7.02485
     15.731000,   -6.64160,  -6.94934
     15.731500,   -6.78832,  -6.87773
     15.732000,   -6.93505,  -6.80223
     15.732500,   -7.08294,  -6.73139
     15.733000,   -7.23084,  -6.65667
     15.733500,   -7.37912,  -6.58661
     15.734000,   -7.52779,  -6.51267
     15.734500,   -7.67685,  -6.44261
     15.735000,   -7.82592,  -6.36867
     15.735500,   -7.97498,  -6.29861
     15.736000,   -8.12443,  -6.22622
     15.736500,   -8.27388,  -6.15617
     15.737000,   -8.42333,  -6.08378
     15.737500,   -8.57278,  -6.01450
     15.738000,   -8.72262,  -5.94522
     15.738500,   -8.87207,  -5.87361
     15.739000,   -9.02113,  -5.80511
     15.739500,   -9.17058,  -5.73506
     15.740000,   -9.31964,  -5.66734
     15.740500,   -9.46832,  -5.60351
     15.741000,   -9.61660,  -5.53657
     15.741500,   -9.76488,  -5.47819
     15.742000,   -9.91239,  -5.41125
     15.742500,  -10.05989,  -5.35754
     15.743000,  -10.20662,  -5.29760
     15.743500,  -10.35295,  -5.24545
     15.744000,  -10.49851,  -5.19096
     15.744500,  -10.64329,  -5.13414
     15.745000,  -10.78768,  -5.08121
     15.745500,  -10.93091,  -5.02750
     15.746000,  -11.07374,  -4.97535
     15.746500,  -11.21580,  -4.92631
     15.747000,  -11.35668,  -4.87416
     15.747500,  -11.49679,  -4.82123
     15.748000,  -11.63613,  -4.76986
     15.748500,  -11.77429,  -4.72160
     15.749000,  -11.91168,  -4.67256
     15.749500,  -12.04828,  -4.62118
     15.750000,  -12.18333,  -4.57448
     15.750500,  -12.31761,  -4.52466
     15.751000,  -12.45110,  -4.47718
     15.751500,  -12.58265,  -4.43281
     15.752000,  -12.71342,  -4.38922
     15.752500,  -12.84302,  -4.34563
     15.753000,  -12.97106,  -4.30749
     15.753500,  -13.09755,  -4.26546
     15.754000,  -13.22287,  -4.22732
     15.754500,  -13.34663,  -4.19151
     15.755000,  -13.46884,  -4.15649
     15.755500,  -13.58988,  -4.11912
     15.756000,  -13.70897,  -4.08254
     15.756500,  -13.82651,  -4.05296
     15.757000,  -13.94249,  -4.02494
     15.757500,  -14.05730,  -4.00159
     15.758000,  -14.17017,  -3.97668
     15.758500,  -14.28148,  -3.95488
     15.759000,  -14.39084,  -3.93465
     15.759500,  -14.49865,  -3.91596
     15.760000,  -14.60451,  -3.89806
     15.760500,  -14.70881,  -3.88016
     15.761000,  -14.81117,  -3.86226
     15.761500,  -14.91158,  -3.84669
     15.762000,  -15.01005,  -3.83190
     15.762500,  -15.10657,  -3.81944
     15.763000,  -15.20114,  -3.81010
     15.763500,  -15.29377,  -3.80232
     15.764000,  -15.38407,  -3.79376
     15.764500,  -15.47202,  -3.78675
     15.765000,  -15.55804,  -3.78052
     15.765500,  -15.64210,  -3.77430
     15.766000,  -15.72422,  -3.77352
     15.766500,  -15.80362,  -3.77352
     15.767000,  -15.88146,  -3.77352
     15.767500,  -15.95657,  -3.77352
     15.768000,  -16.02974,  -3.77352
     15.768500,  -16.10057,  -3.77819
     15.769000,  -16.16907,  -3.78364
     15.769500,  -16.23523,  -3.79142
     15.770000,  -16.29906,  -3.79998
     15.770500,  -16.36094,  -3.81010
     15.771000,  -16.41971,  -3.82256
     15.771500,  -16.47653,  -3.83423
     15.772000,  -16.53102,  -3.84669
     15.772500,  -16.58317,  -3.86303
     15.773000,  -16.63260,  -3.87782
     15.773500,  -16.67969,  -3.89339
     15.774000,  -16.72445,  -3.91363
     15.774500,  -16.76687,  -3.93465
     15.775000,  -16.80657,  -3.95644
     15.775500,  -16.84432,  -3.97824
     15.776000,  -16.87896,  -4.00314
     15.776500,  -16.91165,  -4.02961
     15.777000,  -16.94162,  -4.05685
     15.777500,  -16.96886,  -4.08332
     15.778000,  -16.99377,  -4.11056
     15.778500,  -17.01596,  -4.14014
     15.779000,  -17.03581,  -4.17128
     15.779500,  -17.05293,  -4.20397
     15.780000,  -17.06772,  -4.23744
     15.780500,  -17.07978,  -4.27402
     15.781000,  -17.08913,  -4.31061
     15.781500,  -17.09613,  -4.34797
     15.782000,  -17.10041,  -4.38455
     15.782500,  -17.10236,  -4.42425
     15.783000,  -17.10158,  -4.47251
     15.783500,  -17.09847,  -4.51377
     15.784000,  -17.09263,  -4.55969
     15.784500,  -17.08446,  -4.61262
     15.785000,  -17.07395,  -4.65855
     15.785500,  -17.06071,  -4.70992
     15.786000,  -17.04554,  -4.75896
     15.786500,  -17.02763,  -4.80800
     15.787000,  -17.00739,  -4.86093
     15.787500,  -16.98482,  -4.91308
     15.788000,  -16.95991,  -4.96601
     15.788500,  -16.93267,  -5.02128
     15.789000,  -16.90270,  -5.07343
     15.789500,  -16.87040,  -5.12947
     15.790000,  -16.83576,  -5.18474
     15.790500,  -16.79840,  -5.24078
     15.791000,  -16.75870,  -5.29760
     15.791500,  -16.71667,  -5.35520
     15.792000,  -16.67191,  -5.41358
     15.792500,  -16.62482,  -5.46885
     15.793000,  -16.57500,  -5.52801
     15.793500,  -16.52285,  -5.58172
     15.794000,  -16.46836,  -5.64321
     15.794500,  -16.41115,  -5.69847
     15.795000,  -16.35160,  -5.76308
     15.795500,  -16.29011,  -5.82379
     15.796000,  -16.22589,  -5.89229
     15.796500,  -16.15934,  -5.95612
     15.797000,  -16.09084,  -6.02462
     15.797500,  -16.02001,  -6.08922
     15.798000,  -15.94684,  -6.15928
     15.798500,  -15.87173,  -6.23011
     15.799000,  -15.79428,  -6.30484
     15.799500,  -15.71488,  -6.37567
     15.800000,  -15.63354,  -6.45118
     15.800500,  -15.55025,  -6.52201
     15.801000,  -15.46502,  -6.59596
     15.801500,  -15.37745,  -6.66757
     15.802000,  -15.28793,  -6.74385
     15.802500,  -15.19647,  -6.81468
     15.803000,  -15.10268,  -6.88707
     15.803500,  -15.00733,  -6.95868
     15.804000,  -14.90964,  -7.03419
     15.804500,  -14.81000,  -7.10813
     15.805000,  -14.70842,  -7.18597
     15.805500,  -14.60490,  -7.26070
     15.806000,  -14.49943,  -7.33542
     15.806500,  -14.39201,  -7.41482
     15.807000,  -14.28304,  -7.48877
     15.807500,  -14.17250,  -7.56738
     15.808000,  -14.06003,  -7.64211
     15.808500,  -13.94560,  -7.71917
     15.809000,  -13.83001,  -7.79701
     15.809500,  -13.71287,  -7.87796
     15.810000,  -13.59455,  -7.95736
     15.810500,  -13.47429,  -8.04064
     15.811000,  -13.35286,  -8.12160
     15.811500,  -13.23027,  -8.20255
     15.812000,  -13.10572,  -8.28039
     15.812500,  -12.98040,  -8.35667
     15.813000,  -12.85353,  -8.43684
     15.813500,  -12.72509,  -8.51390
     15.814000,  -12.59588,  -8.59330
     15.814500,  -12.46550,  -8.67270
     15.815000,  -12.33356,  -8.75209
     15.815500,  -12.20085,  -8.83382
     15.816000,  -12.06696,  -8.91477
     15.816500,  -11.93191,  -8.99806
     15.817000,  -11.79609,  -9.07979
     15.817500,  -11.65909,  -9.15841
     15.818000,  -11.52092,  -9.24014
     15.818500,  -11.38198,  -9.31720
     15.819000,  -11.24187,  -9.39660
     15.819500,  -11.10098,  -9.47210
     15.820000,  -10.95893,  -9.54994
     15.820500,  -10.81609,  -9.62466
     15.821000,  -10.67209,  -9.69939
     15.821500,  -10.52770,  -9.77489
     15.822000,  -10.38253,  -9.84806
     15.822500,  -10.23658,  -9.91889
     15.823000,  -10.09025,  -9.99440
     15.823500,   -9.94352, -10.06679
     15.824000,   -9.79602, -10.14463
     15.824500,   -9.64851, -10.21935
     15.825000,   -9.50062, -10.29096
     15.825500,   -9.35234, -10.36569
     15.826000,   -9.20366, -10.43419
     15.826500,   -9.05460, -10.50891
     15.827000,   -8.90554, -10.57585
     15.827500,   -8.75648, -10.65058
     15.828000,   -8.60703, -10.71752
     15.828500,   -8.45758, -10.79302
     15.829000,   -8.30813, -10.86152
     15.829500,   -8.15829, -10.94170
     15.830000,   -8.00884, -11.01487
     15.830500,   -7.85939, -11.09737
     15.831000,   -7.70994, -11.17210
     15.831500,   -7.56049, -11.24605
     15.832000,   -7.41142, -11.31844
     15.832500,   -7.26197, -11.38538
     15.833000,   -7.11330, -11.45543
     15.833500,   -6.96463, -11.51848
     15.834000,   -6.81674, -11.58231
     15.834500,   -6.66884, -11.64302
     15.835000,   -6.52173, -11.71152
     15.835500,   -6.37500, -11.78236
     15.836000,   -6.22944, -11.83684
     15.836500,   -6.08388, -11.87965
     15.837000,   -5.93910, -11.95594
     15.837500,   -5.79549, -11.99875
     15.838000,   -5.65227, -12.04156
     15.838500,   -5.50982, -12.09060
     15.839000,   -5.36815, -12.12874
     15.839500,   -5.22727, -12.16454
     15.840000,   -5.08755, -12.21358
     15.840500,   -4.94860, -12.25406
     15.841000,   -4.81044, -12.29064
     15.841500,   -4.67305, -12.33423
     15.842000,   -4.53684, -12.37004
     15.842500,   -4.40217, -12.40429
     15.843000,   -4.26829, -12.44165
     15.843500,   -4.13558, -12.48291
     15.844000,   -4.00403, -12.52416
     15.844500,   -3.87404, -12.56464
     15.845000,   -3.74522, -12.60745
     15.845500,   -3.61756, -12.64870
     15.846000,   -3.49185, -12.69307
     15.846500,   -3.36731, -12.73199
     15.847000,   -3.24432, -12.77013
     15.847500,   -3.12250, -12.80749
     15.848000,   -3.00263, -12.83863
     15.848500,   -2.88471, -12.86587
     15.849000,   -2.76795, -12.89545
     15.849500,   -2.65314, -12.92581
     15.850000,   -2.53988, -12.95305
     15.850500,   -2.42857, -12.97718
     15.851000,   -2.31921, -12.99742
     15.851500,   -2.21179, -13.02077
     15.852000,   -2.10593, -13.04179
     15.852500,   -2.00201, -13.06436
     15.853000,   -1.90043, -13.08226
     15.853500,   -1.80041, -13.09783
     15.854000,   -1.70234, -13.11262
     15.854500,   -1.60620, -13.12663
     15.855000,   -1.51202, -13.14064
     15.855500,   -1.41978, -13.15232
     15.856000,   -1.32988, -13.16166
     15.856500,   -1.24153, -13.17100
     15.857000,   -1.15552, -13.17801
     15.857500,   -1.07145, -13.17878
     15.858000,   -0.98972, -13.17878
     15.858500,   -0.90994, -13.17878
     15.859000,   -0.83249, -13.17878
     15.859500,   -0.75698, -13.17878
     15.860000,   -0.68420, -13.17567
     15.860500,   -0.61337, -13.17256
     15.861000,   -0.54526, -13.16711
     15.861500,   -0.47910, -13.16088
     15.862000,   -0.41566, -13.15388
     15.862500,   -0.35417, -13.14687
     15.863000,   -0.29540, -13.13753
     15.863500,   -0.23897, -13.12819
     15.864000,   -0.18487, -13.11651
     15.864500,   -0.13310, -13.10484
     15.865000,   -0.08407, -13.09316
     15.865500,   -0.03736, -13.07993
     15.866000,    0.00701, -13.06125
     15.866500,    0.04904, -13.04101
     15.867000,    0.08835, -13.01844
     15.867500,    0.12532, -12.99353
     15.868000,    0.15996, -12.96706
     15.868500,    0.19187, -12.93826
     15.869000,    0.22106, -12.90868
     15.869500,    0.24831, -12.87833
     15.870000,    0.27283, -12.85031
     15.870500,    0.29462, -12.81839
     15.871000,    0.31369, -12.78570
     15.871500,    0.33043, -12.75768
     15.872000,    0.34444, -12.72654
     15.872500,    0.35611, -12.68840
     15.873000,    0.36506, -12.64325
     15.873500,    0.37129, -12.60433
     15.874000,    0.37479, -12.56541
     15.874500,    0.37596, -12.52260
     15.875000,    0.37440, -12.48057
     15.875500,    0.37051, -12.43309
     15.876000,    0.36429, -12.38561
     15.876500,    0.35495, -12.34124
     15.877000,    0.34366, -12.29064
     15.877500,    0.32965, -12.24161
     15.878000,    0.31291, -12.18712
     15.878500,    0.29384, -12.14353
     15.879000,    0.27244, -12.09760
     15.879500,    0.24870, -12.05635
     15.880000,    0.22223, -12.01509
     15.880500,    0.19382, -11.96917
     15.881000,    0.16268, -11.92558
     15.881500,    0.12921, -11.87810
     15.882000,    0.09341, -11.83451
     15.882500,    0.05527, -11.78236
     15.883000,    0.01479, -11.73565
     15.883500,   -0.02841, -11.68272
     15.884000,   -0.07356, -11.62434
     15.884500,   -0.12143, -11.57219
     15.885000,   -0.17125, -11.50603
     15.885500,   -0.22379, -11.44687
     15.886000,   -0.27866, -11.37759
     15.886500,   -0.33587, -11.31377
     15.887000,   -0.39542, -11.24527
     15.887500,   -0.45769, -11.17521
     15.888000,   -0.52191, -11.10749
     15.888500,   -0.58885, -11.03121
     15.889000,   -0.65774, -10.96271
     15.889500,   -0.72896, -10.88643
     15.890000,   -0.80252, -10.81638
     15.890500,   -0.87841, -10.74087
     15.891000,   -0.95625, -10.66848
     15.891500,   -1.03681, -10.59376
     15.892000,   -1.11893, -10.51748
     15.892500,   -1.20339, -10.44353
     15.893000,   -1.28979, -10.36647
     15.893500,   -1.37853, -10.29019
     15.894000,   -1.46882, -10.21001
     15.894500,   -1.56145, -10.13295
     15.895000,   -1.65602, -10.05745
     15.895500,   -1.75254,  -9.97961
     15.896000,   -1.85062,  -9.90411
     15.896500,   -1.95103,  -9.82704
     15.897000,   -2.05339,  -9.74998
     15.897500,   -2.15730,  -9.67215
     15.898000,   -2.26316,  -9.59275
     15.898500,   -2.37097,  -9.51569
     15.899000,   -2.48033,  -9.43707
     15.899500,   -2.59203,  -9.36001
     15.900000,   -2.70490,  -9.28217
     15.900500,   -2.81971,  -9.20122
     15.901000,   -2.93608,  -9.12338
     15.901500,   -3.05401,  -9.04476
     15.902000,   -3.17310,  -8.96926
     15.902500,   -3.29414,  -8.89142
     15.903000,   -3.41635,  -8.81436
     15.903500,   -3.54011,  -8.73652
     15.904000,   -3.66543,  -8.65713
     15.904500,   -3.79153,  -8.58085
     15.905000,   -3.91957,  -8.49911
     15.905500,   -4.04840,  -8.41894
     15.906000,   -4.17839,  -8.33721
     15.906500,   -4.30955,  -8.25392
     15.907000,   -4.44226,  -8.17297
     15.907500,   -4.57576,  -8.09124
     15.908000,   -4.71042,  -8.01029
     15.908500,   -4.84625,  -7.92933
     15.909000,   -4.98285,  -7.84683
     15.909500,   -5.12063,  -7.76743
     15.910000,   -5.25879,  -7.68726
     15.910500,   -5.39851,  -7.61020
     15.911000,   -5.53862,  -7.53080
     15.911500,   -5.67990,  -7.45530
     15.912000,   -5.82157,  -7.37590
     15.912500,   -5.96440,  -7.29884
     15.913000,   -6.10801,  -7.22100
     15.913500,   -6.25201,  -7.14861
     15.914000,   -6.39718,  -7.06922
     15.914500,   -6.54274,  -6.99760
     15.915000,   -6.68869,  -6.92132
     15.915500,   -6.83581,  -6.84971
     15.916000,   -6.98292,  -6.77654
     15.916500,   -7.13082,  -6.70415
     15.917000,   -7.27949,  -6.63020
     15.917500,   -7.42816,  -6.56015
     15.918000,   -7.57722,  -6.48542
     15.918500,   -7.72628,  -6.41615
     15.919000,   -7.87573,  -6.34454
     15.919500,   -8.02518,  -6.27526
     15.920000,   -8.17502,  -6.20209
     15.920500,   -8.32447,  -6.13437
     15.921000,   -8.47431,  -6.06120
     15.921500,   -8.62415,  -5.99426
     15.922000,   -8.77399,  -5.92498
     15.922500,   -8.92344,  -5.85571
     15.923000,   -9.07289,  -5.78332
     15.923500,   -9.22234,  -5.71871
     15.924000,   -9.37141,  -5.64866
     15.924500,   -9.52008,  -5.58794
     15.925000,   -9.66875,  -5.52334
     15.925500,   -9.81664,  -5.46262
     15.926000,   -9.96454,  -5.40035
     15.926500,  -10.11165,  -5.34586
     15.927000,  -10.25838,  -5.28515
     15.927500,  -10.40472,  -5.23222
     15.928000,  -10.55027,  -5.17618
     15.928500,  -10.69505,  -5.12169
     15.929000,  -10.83906,  -5.06876
     15.929500,  -10.98228,  -5.01583
     15.930000,  -11.12511,  -4.96523
     15.930500,  -11.26678,  -4.91775
     15.931000,  -11.40767,  -4.86638
     15.931500,  -11.54778,  -4.81578
     15.932000,  -11.68633,  -4.76519
     15.932500,  -11.82450,  -4.71848
     15.933000,  -11.96149,  -4.66789
     15.933500,  -12.09771,  -4.61729
     15.934000,  -12.23276,  -4.57059
     15.934500,  -12.36664,  -4.52233
     15.935000,  -12.49936,  -4.47640
     15.935500,  -12.63091,  -4.43593
     15.936000,  -12.76129,  -4.39312
     15.936500,  -12.89011,  -4.35031
     15.937000,  -13.01777,  -4.31216
     15.937500,  -13.14386,  -4.27013
     15.938000,  -13.26880,  -4.23043
     15.938500,  -13.39217,  -4.19385
     15.939000,  -13.51399,  -4.16038
     15.939500,  -13.63425,  -4.12535
     15.940000,  -13.75295,  -4.09110
     15.940500,  -13.87010,  -4.06230
     15.941000,  -13.98530,  -4.03661
     15.941500,  -14.09934,  -4.01248
     15.942000,  -14.21181,  -3.98991
     15.942500,  -14.32234,  -3.96734
     15.943000,  -14.43132,  -3.94944
     15.943500,  -14.53835,  -3.93153
     15.944000,  -14.64343,  -3.91363
     15.944500,  -14.74696,  -3.89728
     15.945000,  -14.84892,  -3.88016
     15.945500,  -14.94856,  -3.86459
     15.946000,  -15.04625,  -3.85136
     15.946500,  -15.14199,  -3.84124
     15.947000,  -15.23578,  -3.83112
     15.947500,  -15.32724,  -3.82256
     15.948000,  -15.41676,  -3.81555
     15.948500,  -15.50394,  -3.80933
     15.949000,  -15.58917,  -3.80388
     15.949500,  -15.67246,  -3.79921
     15.950000,  -15.75341,  -3.79921
     15.950500,  -15.83242,  -3.79921
     15.951000,  -15.90909,  -3.79921
     15.951500,  -15.98342,  -3.79921
     15.952000,  -16.05582,  -3.80232
     15.952500,  -16.12548,  -3.80855
     15.953000,  -16.19320,  -3.81633
     15.953500,  -16.25859,  -3.82411
     15.954000,  -16.32163,  -3.83268
     15.954500,  -16.38196,  -3.84202
     15.955000,  -16.44034,  -3.85369
     15.955500,  -16.49599,  -3.86770
     15.956000,  -16.54931,  -3.88094
     15.956500,  -16.60069,  -3.89495
     15.957000,  -16.64895,  -3.91363
     15.957500,  -16.69526,  -3.93153
     15.958000,  -16.73924,  -3.95333
     15.958500,  -16.78049,  -3.97279
     15.959000,  -16.81941,  -3.99692
     15.959500,  -16.85600,  -4.02105
     15.960000,  -16.88986,  -4.04751
     15.960500,  -16.92138,  -4.07398
     15.961000,  -16.95018,  -4.10200
     15.961500,  -16.97665,  -4.12924
     15.962000,  -17.00078,  -4.16038
     15.962500,  -17.02218,  -4.18996
     15.963000,  -17.04087,  -4.22343
     15.963500,  -17.05721,  -4.25768
     15.964000,  -17.07122,  -4.29193
     15.964500,  -17.08212,  -4.32851
     15.965000,  -17.09068,  -4.36509
     15.965500,  -17.09691,  -4.39934
     15.966000,  -17.10041,  -4.43904
     15.966500,  -17.10119,  -4.48497
     15.967000,  -17.10002,  -4.52544
     15.967500,  -17.09574,  -4.56981
     15.968000,  -17.08951,  -4.62118
     15.968500,  -17.08056,  -4.66555
     15.969000,  -17.06928,  -4.71693
     15.969500,  -17.05565,  -4.76596
     15.970000,  -17.03931,  -4.81656
     15.970500,  -17.02102,  -4.86715
     15.971000,  -17.00000,  -4.91697
     15.971500,  -16.97704,  -4.97146
     15.972000,  -16.95135,  -5.02750
     15.972500,  -16.92294,  -5.08121
     15.973000,  -16.89258,  -5.13648
     15.973500,  -16.85950,  -5.19096
     15.974000,  -16.82408,  -5.24389
     15.974500,  -16.78633,  -5.29838
     15.975000,  -16.74586,  -5.35365
     15.975500,  -16.70304,  -5.41125
     15.976000,  -16.65751,  -5.46729
     15.976500,  -16.60964,  -5.52723
     15.977000,  -16.55943,  -5.58327
     15.977500,  -16.50650,  -5.64632
     15.978000,  -16.45085,  -5.70392
     15.978500,  -16.39325,  -5.76541
     15.979000,  -16.33331,  -5.82613
     15.979500,  -16.27065,  -5.88996
     15.980000,  -16.20604,  -5.95378
     15.980500,  -16.13871,  -6.01995
     15.981000,  -16.06944,  -6.08455
     15.981500,  -15.99783,  -6.15383
     15.982000,  -15.92388,  -6.21922
     15.982500,  -15.84799,  -6.29394
     15.983000,  -15.77015,  -6.36322
     15.983500,  -15.69036,  -6.43794
     15.984000,  -15.60824,  -6.50800
     15.984500,  -15.52418,  -6.58350
     15.985000,  -15.43816,  -6.65433
     15.985500,  -15.35021,  -6.72984
     15.986000,  -15.26030,  -6.80223
     15.986500,  -15.16806,  -6.87695
     15.987000,  -15.07388,  -6.94857
     15.987500,  -14.97775,  -7.02251
     15.988000,  -14.87928,  -7.09568
     15.988500,  -14.77926,  -7.17430
     15.989000,  -14.67690,  -7.24591
     15.989500,  -14.57299,  -7.32375
     15.990000,  -14.46674,  -7.40003
     15.990500,  -14.35893,  -7.47553
     15.991000,  -14.24918,  -7.55337
     15.991500,  -14.13787,  -7.62654
     15.992000,  -14.02500,  -7.70204
     15.992500,  -13.91019,  -7.78144
     15.993000,  -13.79421,  -7.86084
     15.993500,  -13.67667,  -7.94101
     15.994000,  -13.55719,  -8.02274
     15.994500,  -13.43693,  -8.10214
     15.995000,  -13.31472,  -8.18620
     15.995500,  -13.19135,  -8.26404
     15.996000,  -13.06641,  -8.34188
     15.996500,  -12.94032,  -8.42205
     15.997000,  -12.81266,  -8.49911
     15.997500,  -12.68423,  -8.57929
     15.998000,  -12.55424,  -8.65635
     15.998500,  -12.42308,  -8.73652
     15.999000,  -12.29114,  -8.81670
     15.999500,  -12.15765,  -8.89687
     16.000000,  -12.02337,  -8.97938
     16.000500,  -11.88755,  -9.06578
     16.001000,  -11.75133,  -9.14206
     16.001500,  -11.61355,  -9.22224
     16.002000,  -11.47500,  -9.30008
     16.002500,  -11.33528,  -9.38181
     16.003000,  -11.19478,  -9.45575
     16.003500,  -11.05350,  -9.53359
     16.004000,  -10.91067,  -9.60754
     16.004500,  -10.76745,  -9.68616
     16.005000,  -10.62344,  -9.75777
     16.005500,  -10.47827,  -9.83716
     16.006000,  -10.33310,  -9.90644
     16.006500,  -10.18677,  -9.98739
     16.007000,  -10.04004, -10.06134
     16.007500,   -9.89293, -10.13996
     16.008000,   -9.74542, -10.21546
     16.008500,   -9.59753, -10.29330
     16.009000,   -9.44924, -10.36725
     16.009500,   -9.30096, -10.43808
     16.010000,   -9.15229, -10.50969
     16.010500,   -9.00323, -10.57897
     16.011000,   -8.85417, -10.65136
     16.011500,   -8.70472, -10.71986
     16.012000,   -8.55527, -10.79225
     16.012500,   -8.40582, -10.85919
     16.013000,   -8.25636, -10.92769
     16.013500,   -8.10691, -10.99618
     16.014000,   -7.95707, -11.06624
     16.014500,   -7.80762, -11.14019
     16.015000,   -7.65856, -11.21335
     16.015500,   -7.50911, -11.28574
     16.016000,   -7.35966, -11.35502
     16.016500,   -7.21099, -11.42196
     16.017000,   -7.06193, -11.48423
     16.017500,   -6.91364, -11.54261
     16.018000,   -6.76575, -11.60099
     16.018500,   -6.61825, -11.66871
     16.019000,   -6.47113, -11.73410
     16.019500,   -6.32479, -11.80182
     16.020000,   -6.17924, -11.86876
     16.020500,   -6.03407, -11.93025
     16.021000,   -5.88967, -11.98162
     16.021500,   -5.74645, -12.02521
     16.022000,   -5.60362, -12.07036
     16.022500,   -5.46156, -12.10461
     16.023000,   -5.32028, -12.14898
     16.023500,   -5.17978, -12.19646
     16.024000,   -5.04006, -12.24316
     16.024500,   -4.90151, -12.29298
     16.025000,   -4.76374, -12.33423
     16.025500,   -4.62713, -12.37860
     16.026000,   -4.49130, -12.41908
     16.026500,   -4.35664, -12.45644
     16.027000,   -4.22315, -12.49458
     16.027500,   -4.09082, -12.53428
     16.028000,   -3.96005, -12.57242
     16.028500,   -3.83006, -12.61056
     16.029000,   -3.70163, -12.64559
     16.029500,   -3.57475, -12.68607
     16.030000,   -3.44904, -12.72109
     16.030500,   -3.32489, -12.75690
     16.031000,   -3.20268, -12.79426
     16.031500,   -3.08164, -12.82929
     16.032000,   -2.96216, -12.85965
     16.032500,   -2.84423, -12.88767
     16.033000,   -2.72825, -12.91647
     16.033500,   -2.61383, -12.94760
     16.034000,   -2.50135, -12.97407
     16.034500,   -2.39082, -12.99586
     16.035000,   -2.28185, -13.01688
     16.035500,   -2.17521, -13.03634
     16.036000,   -2.07012, -13.05502
     16.036500,   -1.96699, -13.07448
     16.037000,   -1.86619, -13.09161
     16.037500,   -1.76694, -13.10873
     16.038000,   -1.66964, -13.12274
     16.038500,   -1.57468, -13.13520
     16.039000,   -1.48127, -13.14531
     16.039500,   -1.38981, -13.15388
     16.040000,   -1.30069, -13.16088
     16.040500,   -1.21351, -13.16633
     16.041000,   -1.12827, -13.16633
     16.041500,   -1.04499, -13.16633
     16.042000,   -0.96403, -13.16633
     16.042500,   -0.88503, -13.16633
     16.043000,   -0.80836, -13.16400
     16.043500,   -0.73402, -13.16010
     16.044000,   -0.66163, -13.15621
     16.044500,   -0.59196, -13.15310
     16.045000,   -0.52424, -13.14921
     16.045500,   -0.45886, -13.14376
     16.046000,   -0.39581, -13.13675
     16.046500,   -0.33549, -13.12819
     16.047000,   -0.27711, -13.11885
     16.047500,   -0.22145, -13.10717
     16.048000,   -0.16813, -13.09472
     16.048500,   -0.11715, -13.08071
     16.049000,   -0.06850, -13.06748
     16.049500,   -0.02257, -13.05113
     16.050000,    0.02102, -13.03400
     16.050500,    0.06188, -13.01377
     16.051000,    0.10080, -12.99197
     16.051500,    0.13700, -12.96862
     16.052000,    0.17047, -12.93904
     16.052500,    0.20160, -12.90868
     16.053000,    0.23040, -12.87755
     16.053500,    0.25648, -12.84953
     16.054000,    0.27983, -12.81839
     16.054500,    0.30085, -12.78648
     16.055000,    0.31914, -12.76001
     16.055500,    0.33510, -12.72965
     16.056000,    0.34833, -12.69385
     16.056500,    0.35884, -12.64870
     16.057000,    0.36662, -12.60900
     16.057500,    0.37207, -12.57086
     16.058000,    0.37479, -12.52650
     16.058500,    0.37518, -12.48524
     16.059000,    0.37246, -12.43854
     16.059500,    0.36740, -12.38716
     16.060000,    0.36000, -12.33813
     16.060500,    0.34989, -12.29142
     16.061000,    0.33743, -12.24161
     16.061500,    0.32225, -12.18478
     16.062000,    0.30474, -12.14431
     16.062500,    0.28489, -12.09916
     16.063000,    0.26271, -12.05168
     16.063500,    0.23780, -12.01276
     16.064000,    0.21055, -11.97306
     16.064500,    0.18098, -11.92869
     16.065000,    0.14906, -11.88277
     16.065500,    0.11481, -11.83918
     16.066000,    0.07823, -11.79014
     16.066500,    0.03931, -11.74188
     16.067000,   -0.00195, -11.69284
     16.067500,   -0.04554, -11.63291
     16.068000,   -0.09185, -11.58309
     16.068500,   -0.14011, -11.51615
     16.069000,   -0.19071, -11.45699
     16.069500,   -0.24402, -11.39083
     16.070000,   -0.29929, -11.32622
     16.070500,   -0.35728, -11.26239
     16.071000,   -0.41761, -11.19234
     16.071500,   -0.48027, -11.12540
     16.072000,   -0.54526, -11.04989
     16.072500,   -0.61259, -10.97828
     16.073000,   -0.68226, -10.90122
     16.073500,   -0.75426, -10.83039
     16.074000,   -0.82821, -10.75488
     16.074500,   -0.90488, -10.68327
     16.075000,   -0.98349, -10.60699
     16.075500,   -1.06445, -10.53304
     16.076000,   -1.14734, -10.45910
     16.076500,   -1.23219, -10.38126
     16.077000,   -1.31937, -10.30731
     16.077500,   -1.40849, -10.22558
     16.078000,   -1.49957, -10.14930
     16.078500,   -1.59297, -10.07068
     16.079000,   -1.68793,  -9.99596
