Channel_1:, DAQ-Start-Time: 2022-11-15 10:58:42.122, Controller name: ILD1420, Controller serial number: 18040046, Controller option: 001, Controller article number: 4120213, Measurement range: 25.000 mm, Measurement rate: 0.500 kHz, Controller software version: 001.028, Controller hardware revision: 01, Controller build ID: , Build time stamp: , Boot loader version: 001.006, User level: 1, Default user: 1, Echo: 0, Display unit: 0: mm, Trigger mode: 0: none, Trigger moment: 0: input, Trigger count: 1, Multi function input mode: 0: none, Multi function input level: 0: high, Target mode: 0: standard, Laser power: 0: full, Region of interest start: 0, Region of interest end: 511, Average type: 1: moving, Moving average count: 64, Master value set: 0: off, Master value: 0.000 mm, Data out interface: 1: RS422, Resampling count: 1, Resampling RS422 output: 1: on, Resampling analog output: 1: on, Hold last valid value: -1: show all error values, Error output1: 1: on, Error level output1: 0 NPN, Key function: 2: Teach, Analog scale mode: 0: standard, Current settings names: Standard, Available settings names: , Preset names: Standard, Multi-Surface, Light Penetration, Initial settings name: , Distance1 RS422 output: 1: on, Shutter time RS422 output: 0: off, Measurement value counter RS422 output: 0: off, Timestamp high word RS422 output: 0: off, Timestamp low word RS422 output: 0: off, Intensity RS422 output: 0: off, State RS422 output: 0: off, Distance uncalibrated RS422 output: 0: off, , 
Channel_2:, not available, 
     30.005000,   -0.48260, -17.05204
     30.005500,   -0.42695, -17.05204
     30.006000,   -0.37246, -17.05204
     30.006500,   -0.31992, -17.05204
     30.007000,   -0.26893, -17.04660
     30.007500,   -0.21951, -17.03959
     30.008000,   -0.17202, -17.03025
     30.008500,   -0.12610, -17.02247
     30.009000,   -0.08173, -17.01546
     30.009500,   -0.03892, -16.99678
     30.010000,    0.00195, -16.98199
     30.010500,    0.04125, -16.96487
     30.011000,    0.07862, -16.94774
     30.011500,    0.11442, -16.93062
     30.012000,    0.14867, -16.90882
     30.012500,    0.18098, -16.89170
     30.013000,    0.21172, -16.87068
     30.013500,    0.24091, -16.84733
     30.014000,    0.26815, -16.82164
     30.014500,    0.29345, -16.79596
     30.015000,    0.31719, -16.77105
     30.015500,    0.33899, -16.73991
     30.016000,    0.35962, -16.70566
     30.016500,    0.37791, -16.67453
     30.017000,    0.39464, -16.63716
     30.017500,    0.40982, -16.59669
     30.018000,    0.42305, -16.55855
     30.018500,    0.43434, -16.51029
     30.019000,    0.44407, -16.46670
     30.019500,    0.45224, -16.41999
     30.020000,    0.45847, -16.36862
     30.020500,    0.46275, -16.32114
     30.021000,    0.46548, -16.26899
     30.021500,    0.46625, -16.21372
     30.022000,    0.46548, -16.15846
     30.022500,    0.46275, -16.09930
     30.023000,    0.45847, -16.03547
     30.023500,    0.45224, -15.97086
     30.024000,    0.44446, -15.90548
     30.024500,    0.43473, -15.83698
     30.025000,    0.42344, -15.77549
     30.025500,    0.41021, -15.70933
     30.026000,    0.39542, -15.64628
     30.026500,    0.37869, -15.57700
     30.027000,    0.36039, -15.51239
     30.027500,    0.34016, -15.44156
     30.028000,    0.31797, -15.37150
     30.028500,    0.29423, -15.30301
     30.029000,    0.26893, -15.23373
     30.029500,    0.24169, -15.15978
     30.030000,    0.21289, -15.08584
     30.030500,    0.18175, -15.01656
     30.031000,    0.14945, -14.93639
     30.031500,    0.11481, -14.86244
     30.032000,    0.07901, -14.78460
     30.032500,    0.04125, -14.69898
     30.033000,    0.00156, -14.61102
     30.033500,   -0.03970, -14.51528
     30.034000,   -0.08251, -14.41720
     30.034500,   -0.12688, -14.31990
     30.035000,   -0.17319, -14.22883
     30.035500,   -0.22106, -14.13620
     30.036000,   -0.27049, -14.04357
     30.036500,   -0.32147, -13.95017
     30.037000,   -0.37402, -13.86221
     30.037500,   -0.42811, -13.77347
     30.038000,   -0.48416, -13.67462
     30.038500,   -0.54137, -13.59211
     30.039000,   -0.60014, -13.51583
     30.039500,   -0.66046, -13.42086
     30.040000,   -0.72273, -13.32901
     30.040500,   -0.78617, -13.24573
     30.041000,   -0.85117, -13.15933
     30.041500,   -0.91772, -13.05891
     30.042000,   -0.98544, -12.95539
     30.042500,   -1.05511, -12.85420
     30.043000,   -1.12594, -12.74756
     30.043500,   -1.19833, -12.63625
     30.044000,   -1.27228, -12.51793
     30.044500,   -1.34739, -12.39884
     30.045000,   -1.42406, -12.27897
     30.045500,   -1.50229, -12.15910
     30.046000,   -1.58168, -12.03611
     30.046500,   -1.66264, -11.91468
     30.047000,   -1.74476, -11.79559
     30.047500,   -1.82843, -11.67572
     30.048000,   -1.91367, -11.55896
     30.048500,   -1.99968, -11.44298
     30.049000,   -2.08725, -11.32700
     30.049500,   -2.17598, -11.21024
     30.050000,   -2.26628, -11.09193
     30.050500,   -2.35774, -10.97595
     30.051000,   -2.44998, -10.85997
     30.051500,   -2.54377, -10.74165
     30.052000,   -2.63874, -10.62567
     30.052500,   -2.73487, -10.51047
     30.053000,   -2.83217, -10.39449
     30.053500,   -2.93063, -10.27695
     30.054000,   -3.02988, -10.15864
     30.054500,   -3.13068, -10.04032
     30.055000,   -3.23226,  -9.92279
     30.055500,   -3.33462,  -9.80447
     30.056000,   -3.43814,  -9.68538
     30.056500,   -3.54283,  -9.56473
     30.057000,   -3.64831,  -9.44486
     30.057500,   -3.75456,  -9.32421
     30.058000,   -3.86197,  -9.20356
     30.058500,   -3.97017,  -9.08213
     30.059000,   -4.07914,  -8.96226
     30.059500,   -4.18890,  -8.84161
     30.060000,   -4.29943,  -8.71862
     30.060500,   -4.41113,  -8.59875
     30.061000,   -4.52360,  -8.47810
     30.061500,   -4.63647,  -8.35667
     30.062000,   -4.75050,  -8.23680
     30.062500,   -4.86493,  -8.11459
     30.063000,   -4.98013,  -7.99472
     30.063500,   -5.09611,  -7.87329
     30.064000,   -5.21287,  -7.75264
     30.064500,   -5.33001,  -7.63043
     30.065000,   -5.44794,  -7.50823
     30.065500,   -5.56664,  -7.38758
     30.066000,   -5.68535,  -7.26693
     30.066500,   -5.80483,  -7.14861
     30.067000,   -5.92470,  -7.02874
     30.067500,   -6.04535,  -6.90731
     30.068000,   -6.16600,  -6.78822
     30.068500,   -6.28743,  -6.67068
     30.069000,   -6.40925,  -6.55470
     30.069500,   -6.53146,  -6.43561
     30.070000,   -6.65405,  -6.32041
     30.070500,   -6.77704,  -6.20520
     30.071000,   -6.90002,  -6.09234
     30.071500,   -7.02379,  -5.97869
     30.072000,   -7.14755,  -5.86427
     30.072500,   -7.27170,  -5.74751
     30.073000,   -7.39586,  -5.63231
     30.073500,   -7.52040,  -5.51633
     30.074000,   -7.64533,  -5.39879
     30.074500,   -7.77026,  -5.28359
     30.075000,   -7.89558,  -5.17306
     30.075500,   -8.02051,  -5.06097
     30.076000,   -8.14583,  -4.94344
     30.076500,   -8.27154,  -4.82746
     30.077000,   -8.39686,  -4.71770
     30.077500,   -8.52218,  -4.60873
     30.078000,   -8.64750,  -4.49976
     30.078500,   -8.77283,  -4.39312
     30.079000,   -8.89815,  -4.28726
     30.079500,   -9.02308,  -4.18451
     30.080000,   -9.14801,  -4.08565
     30.080500,   -9.27294,  -3.97979
     30.081000,   -9.39748,  -3.87938
     30.081500,   -9.52163,  -3.78442
     30.082000,   -9.64540,  -3.68323
     30.082500,   -9.76916,  -3.58671
     30.083000,   -9.89254,  -3.49408
     30.083500,  -10.01552,  -3.39756
     30.084000,  -10.13812,  -3.30493
     30.084500,  -10.26071,  -3.21230
     30.085000,  -10.38253,  -3.11734
     30.085500,  -10.50396,  -3.02160
     30.086000,  -10.62500,  -2.92897
     30.086500,  -10.74565,  -2.83089
     30.087000,  -10.86552,  -2.73048
     30.087500,  -10.98539,  -2.63629
     30.088000,  -11.10449,  -2.54211
     30.088500,  -11.22319,  -2.44715
     30.089000,  -11.34151,  -2.35919
     30.089500,  -11.45904,  -2.27123
     30.090000,  -11.57619,  -2.18639
     30.090500,  -11.69256,  -2.10310
     30.091000,  -11.80854,  -2.01981
     30.091500,  -11.92374,  -1.94119
     30.092000,  -12.03816,  -1.85479
     30.092500,  -12.15220,  -1.77773
     30.093000,  -12.26506,  -1.69367
     30.093500,  -12.37715,  -1.61349
     30.094000,  -12.48846,  -1.53643
     30.094500,  -12.59938,  -1.45937
     30.095000,  -12.70875,  -1.39009
     30.095500,  -12.81772,  -1.32237
     30.096000,  -12.92553,  -1.25855
     30.096500,  -13.03255,  -1.19783
     30.097000,  -13.13842,  -1.13945
     30.097500,  -13.24350,  -1.08107
     30.098000,  -13.34780,  -1.02503
     30.098500,  -13.45094,  -0.97054
     30.099000,  -13.55330,  -0.91683
     30.099500,  -13.65449,  -0.86780
     30.100000,  -13.75490,  -0.81564
     30.100500,  -13.85414,  -0.77050
     30.101000,  -13.95183,  -0.72146
     30.101500,  -14.04874,  -0.67009
     30.102000,  -14.14487,  -0.62494
     30.102500,  -14.23945,  -0.57590
     30.103000,  -14.33285,  -0.52608
     30.103500,  -14.42509,  -0.48172
     30.104000,  -14.51616,  -0.43579
     30.104500,  -14.60607,  -0.39142
     30.105000,  -14.69480,  -0.35017
     30.105500,  -14.78198,  -0.30736
     30.106000,  -14.86799,  -0.26688
     30.106500,  -14.95245,  -0.22563
     30.107000,  -15.03574,  -0.18826
     30.107500,  -15.11786,  -0.15246
     30.108000,  -15.19803,  -0.12054
     30.108500,  -15.27743,  -0.08785
     30.109000,  -15.35527,  -0.05905
     30.109500,  -15.43155,  -0.03259
     30.110000,  -15.50627,  -0.00846
     30.110500,  -15.57983,   0.01256
     30.111000,  -15.65183,   0.03124
     30.111500,  -15.72266,   0.04837
     30.112000,  -15.79194,   0.06471
     30.112500,  -15.85966,   0.07639
     30.113000,  -15.92582,   0.08806
     30.113500,  -15.99082,   0.09818
     30.114000,  -16.05426,   0.10597
     30.114500,  -16.11614,   0.11297
     30.115000,  -16.17647,   0.11453
     30.115500,  -16.23523,   0.11453
     30.116000,  -16.29245,   0.11453
     30.116500,  -16.34810,   0.11453
     30.117000,  -16.40220,   0.11453
     30.117500,  -16.45474,   0.10986
     30.118000,  -16.50533,   0.10285
     30.118500,  -16.55437,   0.09429
     30.119000,  -16.60224,   0.08339
     30.119500,  -16.64817,   0.07094
     30.120000,  -16.69215,   0.05693
     30.120500,  -16.73457,   0.04292
     30.121000,  -16.77543,   0.02579
     30.121500,  -16.81435,   0.00633
     30.122000,  -16.85211,  -0.01390
     30.122500,  -16.88752,  -0.03570
     30.123000,  -16.92177,  -0.05905
     30.123500,  -16.95369,  -0.08474
     30.124000,  -16.98443,  -0.11432
     30.124500,  -17.01323,  -0.14623
     30.125000,  -17.04009,  -0.17892
     30.125500,  -17.06538,  -0.21317
     30.126000,  -17.08913,  -0.25209
     30.126500,  -17.11092,  -0.29335
     30.127000,  -17.13116,  -0.33460
     30.127500,  -17.14945,  -0.37819
     30.128000,  -17.16580,  -0.42567
     30.128500,  -17.18059,  -0.47315
     30.129000,  -17.19343,  -0.52531
     30.129500,  -17.20433,  -0.57123
     30.130000,  -17.21367,  -0.62416
     30.130500,  -17.22145,  -0.67709
     30.131000,  -17.22690,  -0.72691
     30.131500,  -17.23079,  -0.78217
     30.132000,  -17.23313,  -0.83744
     30.132500,  -17.23352,  -0.88959
     30.133000,  -17.23196,  -0.94797
     30.133500,  -17.22885,  -1.00090
     30.134000,  -17.22379,  -1.06006
     30.134500,  -17.21678,  -1.11844
     30.135000,  -17.20822,  -1.16825
     30.135500,  -17.19810,  -1.22819
     30.136000,  -17.18603,  -1.28034
     30.136500,  -17.17202,  -1.33950
     30.137000,  -17.15646,  -1.39788
     30.137500,  -17.13894,  -1.45781
     30.138000,  -17.11987,  -1.52398
     30.138500,  -17.09924,  -1.58936
     30.139000,  -17.07667,  -1.65708
     30.139500,  -17.05215,  -1.72791
     30.140000,  -17.02608,  -1.79953
     30.140500,  -16.99844,  -1.87737
     30.141000,  -16.96886,  -1.95754
     30.141500,  -16.93773,  -2.04316
     30.142000,  -16.90504,  -2.12956
     30.142500,  -16.87040,  -2.21285
     30.143000,  -16.83420,  -2.30081
     30.143500,  -16.79606,  -2.38487
     30.144000,  -16.75636,  -2.47283
     30.144500,  -16.71472,  -2.56235
     30.145000,  -16.67152,  -2.65342
     30.145500,  -16.62676,  -2.74683
     30.146000,  -16.58006,  -2.84179
     30.146500,  -16.53141,  -2.93286
     30.147000,  -16.48159,  -3.03327
     30.147500,  -16.42983,  -3.13057
     30.148000,  -16.37651,  -3.22787
     30.148500,  -16.32163,  -3.33062
     30.149000,  -16.26520,  -3.43336
     30.149500,  -16.20721,  -3.52988
     30.150000,  -16.14728,  -3.62952
     30.150500,  -16.08617,  -3.72915
     30.151000,  -16.02351,  -3.82645
     30.151500,  -15.95968,  -3.92375
     30.152000,  -15.89391,  -4.02338
     30.152500,  -15.82697,  -4.12535
     30.153000,  -15.75847,  -4.22421
     30.153500,  -15.68842,  -4.32540
     30.154000,  -15.61719,  -4.43281
     30.154500,  -15.54441,  -4.53556
     30.155000,  -15.47008,  -4.63831
     30.155500,  -15.39457,  -4.74106
     30.156000,  -15.31751,  -4.84770
     30.156500,  -15.23929,  -4.95433
     30.157000,  -15.15950,  -5.06253
     30.157500,  -15.07816,  -5.17150
     30.158000,  -14.99565,  -5.28593
     30.158500,  -14.91197,  -5.40424
     30.159000,  -14.82674,  -5.52100
     30.159500,  -14.73995,  -5.63465
     30.160000,  -14.65238,  -5.74673
     30.160500,  -14.56326,  -5.86349
     30.161000,  -14.47296,  -5.97791
     30.161500,  -14.38150,  -6.09000
     30.162000,  -14.28848,  -6.20287
     30.162500,  -14.19469,  -6.31885
     30.163000,  -14.09973,  -6.43639
     30.163500,  -14.00359,  -6.55159
     30.164000,  -13.90630,  -6.66679
     30.164500,  -13.80783,  -6.78355
     30.165000,  -13.70820,  -6.90108
     30.165500,  -13.60778,  -7.02018
     30.166000,  -13.50620,  -7.13927
     30.166500,  -13.40385,  -7.25603
     30.167000,  -13.30032,  -7.37434
     30.167500,  -13.19602,  -7.49422
     30.168000,  -13.09054,  -7.61409
     30.168500,  -12.98429,  -7.73552
     30.169000,  -12.87727,  -7.85850
     30.169500,  -12.76907,  -7.98226
     30.170000,  -12.66010,  -8.10525
     30.170500,  -12.55034,  -8.22979
     30.171000,  -12.43942,  -8.35122
     30.171500,  -12.32772,  -8.47265
     30.172000,  -12.21564,  -8.59252
     30.172500,  -12.10238,  -8.71317
     30.173000,  -11.98835,  -8.83304
     30.173500,  -11.87392,  -8.95369
     30.174000,  -11.75833,  -9.07512
     30.174500,  -11.64235,  -9.19733
     30.175000,  -11.52560,  -9.31954
     30.175500,  -11.40845,  -9.44096
     30.176000,  -11.29091,  -9.56161
     30.176500,  -11.17260,  -9.68382
     30.177000,  -11.05389,  -9.80291
     30.177500,  -10.93480,  -9.92201
     30.178000,  -10.81493, -10.04266
     30.178500,  -10.69505, -10.16253
     30.179000,  -10.57440, -10.28085
     30.179500,  -10.45337, -10.39994
     30.180000,  -10.33194, -10.51903
     30.180500,  -10.21012, -10.64046
     30.181000,  -10.08791, -10.76111
     30.181500,   -9.96532, -10.88098
     30.182000,   -9.84233, -11.00008
     30.182500,   -9.71896, -11.11917
     30.183000,   -9.59558, -11.23593
     30.183500,   -9.47143, -11.35269
     30.184000,   -9.34728, -11.46944
     30.184500,   -9.22312, -11.58542
     30.185000,   -9.09858, -11.69907
     30.185500,   -8.97365, -11.80804
     30.186000,   -8.84872, -11.91624
     30.186500,   -8.72379, -12.02444
     30.187000,   -8.59847, -12.12952
     30.187500,   -8.47315, -12.23538
     30.188000,   -8.34783, -12.34202
     30.188500,   -8.22250, -12.44632
     30.189000,   -8.09718, -12.54518
     30.189500,   -7.97225, -12.64715
     30.190000,   -7.84693, -12.74678
     30.190500,   -7.72200, -12.84875
     30.191000,   -7.59707, -12.95150
     30.191500,   -7.47253, -13.05346
     30.192000,   -7.34799, -13.15465
     30.192500,   -7.22383, -13.26207
     30.193000,   -7.09968, -13.37572
     30.193500,   -6.97592, -13.48858
     30.194000,   -6.85254, -13.59600
     30.194500,   -6.72917, -13.69875
     30.195000,   -6.60618, -13.80227
     30.195500,   -6.48359, -13.90269
     30.196000,   -6.36138, -13.99687
     30.196500,   -6.23956, -14.09183
     30.197000,   -6.11813, -14.18524
     30.197500,   -5.99709, -14.27553
     30.198000,   -5.87644, -14.36505
     30.198500,   -5.75657, -14.44678
     30.199000,   -5.63670, -14.53085
     30.199500,   -5.51761, -14.61569
     30.200000,   -5.39890, -14.69586
     30.200500,   -5.28098, -14.78071
     30.201000,   -5.16344, -14.86244
     30.201500,   -5.04668, -14.94339
     30.202000,   -4.93031, -15.03135
     30.202500,   -4.81511, -15.11541
     30.203000,   -4.70030, -15.19248
     30.203500,   -4.58626, -15.26798
     30.204000,   -4.47340, -15.34115
     30.204500,   -4.36092, -15.41821
     30.205000,   -4.24922, -15.49683
     30.205500,   -4.13830, -15.56844
     30.206000,   -4.02855, -15.64705
     30.206500,   -3.91957, -15.71088
     30.207000,   -3.81138, -15.77549
     30.207500,   -3.70396, -15.83231
     30.208000,   -3.59771, -15.89069
     30.208500,   -3.49224, -15.94206
     30.209000,   -3.38755, -15.99811
     30.209500,   -3.28402, -16.05415
     30.210000,   -3.18166, -16.11253
     30.210500,   -3.08008, -16.17480
     30.211000,   -2.97967, -16.23085
     30.211500,   -2.88043, -16.29234
     30.212000,   -2.78235, -16.34994
     30.212500,   -2.68544, -16.40365
     30.213000,   -2.58970, -16.45813
     30.213500,   -2.49512, -16.50406
     30.214000,   -2.40172, -16.55076
     30.214500,   -2.30948, -16.59591
     30.215000,   -2.21880, -16.63950
     30.215500,   -2.12889, -16.68153
     30.216000,   -2.04054, -16.72045
     30.216500,   -1.95337, -16.75704
     30.217000,   -1.86774, -16.79206
     30.217500,   -1.78329, -16.82709
     30.218000,   -1.70000, -16.85667
     30.218500,   -1.61827, -16.87924
     30.219000,   -1.53771, -16.90571
     30.219500,   -1.45831, -16.93373
     30.220000,   -1.38086, -16.95630
     30.220500,   -1.30419, -16.97421
     30.221000,   -1.22946, -16.99133
     30.221500,   -1.15591, -17.00923
     30.222000,   -1.08391, -17.02558
     30.222500,   -1.01346, -17.03881
     30.223000,   -0.94418, -17.04971
     30.223500,   -0.87685, -17.05983
     30.224000,   -0.81069, -17.06839
     30.224500,   -0.74647, -17.07618
     30.225000,   -0.68342, -17.08318
     30.225500,   -0.62193, -17.08941
     30.226000,   -0.56239, -17.09408
     30.226500,   -0.50401, -17.09408
     30.227000,   -0.44757, -17.09408
     30.227500,   -0.39270, -17.09408
     30.228000,   -0.33938, -17.09408
     30.228500,   -0.28800, -17.08707
     30.229000,   -0.23780, -17.07851
     30.229500,   -0.18954, -17.06839
     30.230000,   -0.14283, -17.05749
     30.230500,   -0.09808, -17.04582
     30.231000,   -0.05488, -17.03570
     30.231500,   -0.01323, -17.02169
     30.232000,    0.02647, -17.00612
     30.232500,    0.06461, -16.99055
     30.233000,    0.10119, -16.97109
     30.233500,    0.13583, -16.95163
     30.234000,    0.16891, -16.93139
     30.234500,    0.20043, -16.90882
     30.235000,    0.23001, -16.88936
     30.235500,    0.25804, -16.86601
     30.236000,    0.28411, -16.83954
     30.236500,    0.30863, -16.81074
     30.237000,    0.33159, -16.78350
     30.237500,    0.35222, -16.75470
     30.238000,    0.37168, -16.71734
     30.238500,    0.38919, -16.68387
     30.239000,    0.40476, -16.64806
     30.239500,    0.41877, -16.60291
     30.240000,    0.43084, -16.56400
     30.240500,    0.44135, -16.51574
     30.241000,    0.44991, -16.46825
     30.241500,    0.45691, -16.42155
     30.242000,    0.46197, -16.36940
     30.242500,    0.46509, -16.31958
     30.243000,    0.46664, -16.26743
     30.243500,    0.46625, -16.21139
     30.244000,    0.46431, -16.15378
     30.244500,    0.46081, -16.09229
     30.245000,    0.45497, -16.02613
     30.245500,    0.44796, -15.95919
     30.246000,    0.43862, -15.89380
     30.246500,    0.42811, -15.82608
     30.247000,    0.41527, -15.76303
     30.247500,    0.40087, -15.69921
     30.248000,    0.38491, -15.63382
     30.248500,    0.36701, -15.56299
     30.249000,    0.34716, -15.49449
     30.249500,    0.32576, -15.42444
     30.250000,    0.30279, -15.35282
     30.250500,    0.27788, -15.28510
     30.251000,    0.25103, -15.21116
     30.251500,    0.22262, -15.14032
     30.252000,    0.19226, -15.06171
     30.252500,    0.16035, -14.99087
     30.253000,    0.12649, -14.91615
     30.253500,    0.09107, -14.83442
     30.254000,    0.05371, -14.75502
     30.254500,    0.01479, -14.66628
     30.255000,   -0.02569, -14.57366
     30.255500,   -0.06811, -14.47558
     30.256000,   -0.11209, -14.37828
     30.256500,   -0.15801, -14.28332
     30.257000,   -0.20511, -14.19380
     30.257500,   -0.25414, -14.10662
     30.258000,   -0.30474, -14.01010
     30.258500,   -0.35689, -13.91203
     30.259000,   -0.41099, -13.81784
     30.259500,   -0.46625, -13.73922
     30.260000,   -0.52308, -13.64504
     30.260500,   -0.58146, -13.55163
     30.261000,   -0.64178, -13.46912
     30.261500,   -0.70327, -13.39128
     30.262000,   -0.76632, -13.29710
     30.262500,   -0.83093, -13.20291
     30.263000,   -0.89670, -13.11184
     30.263500,   -0.96442, -13.01688
     30.264000,   -1.03331, -12.91180
     30.264500,   -1.10375, -12.79893
     30.265000,   -1.17576, -12.68529
     30.265500,   -1.24931, -12.57242
     30.266000,   -1.32404, -12.45800
     30.266500,   -1.40071, -12.33813
     30.267000,   -1.47816, -12.21514
     30.267500,   -1.55755, -12.09371
     30.268000,   -1.63812, -11.96995
     30.268500,   -1.71985, -11.85008
     30.269000,   -1.80314, -11.73176
     30.269500,   -1.88759, -11.61267
     30.270000,   -1.97360, -11.49435
     30.270500,   -2.06117, -11.37915
     30.271000,   -2.14952, -11.26239
     30.271500,   -2.23942, -11.14486
     30.272000,   -2.33049, -11.02965
     30.272500,   -2.42312, -10.91290
     30.273000,   -2.51653, -10.79614
     30.273500,   -2.61149, -10.67782
     30.274000,   -2.70723, -10.56107
     30.274500,   -2.80414, -10.44431
     30.275000,   -2.90261, -10.32755
     30.275500,   -3.00185, -10.20923
     30.276000,   -3.10227, -10.09092
     30.276500,   -3.20385,  -9.97338
     30.277000,   -3.30620,  -9.85507
     30.277500,   -3.40934,  -9.73597
     30.278000,   -3.51364,  -9.61454
     30.278500,   -3.61912,  -9.49467
     30.279000,   -3.72537,  -9.37402
     30.279500,   -3.83239,  -9.25337
     30.280000,   -3.94020,  -9.13039
     30.280500,   -4.04879,  -9.00896
     30.281000,   -4.15854,  -8.88753
     30.281500,   -4.26868,  -8.76532
     30.282000,   -4.37999,  -8.64389
     30.282500,   -4.49208,  -8.52402
     30.283000,   -4.60495,  -8.40182
     30.283500,   -4.71820,  -8.28039
     30.284000,   -4.83223,  -8.15974
     30.284500,   -4.94744,  -8.03753
     30.285000,   -5.06303,  -7.91454
     30.285500,   -5.17901,  -7.79312
     30.286000,   -5.29615,  -7.67247
     30.286500,   -5.41369,  -7.55026
     30.287000,   -5.53162,  -7.42883
     30.287500,   -5.65032,  -7.30896
     30.288000,   -5.76941,  -7.18909
     30.288500,   -5.88890,  -7.06844
     30.289000,   -6.00877,  -6.94779
     30.289500,   -6.12942,  -6.83025
     30.290000,   -6.25046,  -6.71038
     30.290500,   -6.37189,  -6.59206
     30.291000,   -6.49409,  -6.47297
     30.291500,   -6.61630,  -6.35699
     30.292000,   -6.73890,  -6.24412
     30.292500,   -6.86188,  -6.13048
     30.293000,   -6.98487,  -6.01450
     30.293500,   -7.10863,  -5.89852
     30.294000,   -7.23239,  -5.78332
     30.294500,   -7.35655,  -5.66656
     30.295000,   -7.48109,  -5.54980
     30.295500,   -7.60563,  -5.43382
     30.296000,   -7.73056,  -5.32018
     30.296500,   -7.85549,  -5.20731
     30.297000,   -7.98043,  -5.09055
     30.297500,   -8.10575,  -4.97379
     30.298000,   -8.23107,  -4.86093
     30.298500,   -8.35639,  -4.75195
     30.299000,   -8.48171,  -4.63831
     30.299500,   -8.60703,  -4.52622
     30.300000,   -8.73235,  -4.41958
     30.300500,   -8.85728,  -4.31372
     30.301000,   -8.98221,  -4.21331
     30.301500,   -9.10714,  -4.10978
     30.302000,   -9.23168,  -4.00470
     30.302500,   -9.35584,  -3.90585
     30.303000,   -9.47999,  -3.80621
     30.303500,   -9.60375,  -3.70346
     30.304000,   -9.72713,  -3.61006
     30.304500,   -9.85011,  -3.51665
     30.305000,   -9.97310,  -3.42091
     30.305500,  -10.09531,  -3.32750
     30.306000,  -10.21751,  -3.23332
     30.306500,  -10.33894,  -3.13680
     30.307000,  -10.46037,  -3.04183
     30.307500,  -10.58102,  -2.94687
     30.308000,  -10.70128,  -2.84802
     30.308500,  -10.82115,  -2.74916
     30.309000,  -10.94064,  -2.65420
     30.309500,  -11.05934,  -2.55768
     30.310000,  -11.17804,  -2.46505
     30.310500,  -11.29597,  -2.37553
     30.311000,  -11.41351,  -2.28602
     30.311500,  -11.53027,  -2.20040
