Channel_1:, DAQ-Start-Time: 2022-11-15 10:58:42.122, Controller name: ILD1420, Controller serial number: 18040046, Controller option: 001, Controller article number: 4120213, Measurement range: 25.000 mm, Measurement rate: 0.500 kHz, Controller software version: 001.028, Controller hardware revision: 01, Controller build ID: , Build time stamp: , Boot loader version: 001.006, User level: 1, Default user: 1, Echo: 0, Display unit: 0: mm, Trigger mode: 0: none, Trigger moment: 0: input, Trigger count: 1, Multi function input mode: 0: none, Multi function input level: 0: high, Target mode: 0: standard, Laser power: 0: full, Region of interest start: 0, Region of interest end: 511, Average type: 1: moving, Moving average count: 64, Master value set: 0: off, Master value: 0.000 mm, Data out interface: 1: RS422, Resampling count: 1, Resampling RS422 output: 1: on, Resampling analog output: 1: on, Hold last valid value: -1: show all error values, Error output1: 1: on, Error level output1: 0 NPN, Key function: 2: Teach, Analog scale mode: 0: standard, Current settings names: Standard, Available settings names: , Preset names: Standard, Multi-Surface, Light Penetration, Initial settings name: , Distance1 RS422 output: 1: on, Shutter time RS422 output: 0: off, Measurement value counter RS422 output: 0: off, Timestamp high word RS422 output: 0: off, Timestamp low word RS422 output: 0: off, Intensity RS422 output: 0: off, State RS422 output: 0: off, Distance uncalibrated RS422 output: 0: off, , 
Channel_2:, not available, 
     33.490500,  -13.62569,  -6.96413
     33.491000,  -13.52450,  -7.08167
     33.491500,  -13.42253,  -7.19998
     33.492000,  -13.31900,  -7.32063
     33.492500,  -13.21509,  -7.44051
     33.493000,  -13.11000,  -7.56038
     33.493500,  -13.00375,  -7.68259
     33.494000,  -12.89712,  -7.80401
     33.494500,  -12.78931,  -7.92856
     33.495000,  -12.68033,  -8.04998
     33.495500,  -12.57058,  -8.17375
     33.496000,  -12.46005,  -8.29751
     33.496500,  -12.34874,  -8.42050
     33.497000,  -12.23665,  -8.54115
     33.497500,  -12.12340,  -8.66024
     33.498000,  -12.00975,  -8.78011
     33.498500,  -11.89533,  -8.90154
     33.499000,  -11.78013,  -9.02297
     33.499500,  -11.66454,  -9.14440
     33.500000,  -11.54817,  -9.26816
     33.500500,  -11.43102,  -9.39115
     33.501000,  -11.31348,  -9.51258
     33.501500,  -11.19556,  -9.63245
     33.502000,  -11.07685,  -9.75154
     33.502500,  -10.95776,  -9.86986
     33.503000,  -10.83828,  -9.98973
     33.503500,  -10.71802, -10.11038
     33.504000,  -10.59776, -10.23181
     33.504500,  -10.47672, -10.35324
     33.505000,  -10.35529, -10.47233
     33.505500,  -10.23308, -10.59142
     33.506000,  -10.11087, -10.71129
     33.506500,   -9.98828, -10.83117
     33.507000,   -9.86529, -10.95337
     33.507500,   -9.74192, -11.07402
     33.508000,   -9.61815, -11.19078
     33.508500,   -9.49439, -11.30443
     33.509000,   -9.36985, -11.41885
     33.509500,   -9.24531, -11.53172
     33.510000,   -9.12076, -11.64302
     33.510500,   -8.99583, -11.75356
     33.511000,   -8.87090, -11.86175
     33.511500,   -8.74558, -11.97150
     33.512000,   -8.62065, -12.08281
     33.512500,   -8.49533, -12.19179
     33.513000,   -8.36962, -12.29687
     33.513500,   -8.24430, -12.40040
     33.514000,   -8.11898, -12.50081
     33.514500,   -7.99366, -12.60278
     33.515000,   -7.86834, -12.70708
     33.515500,   -7.74341, -12.81216
     33.516000,   -7.61848, -12.91958
     33.516500,   -7.49354, -13.02778
     33.517000,   -7.36900, -13.13364
     33.517500,   -7.24446, -13.24106
     33.518000,   -7.12031, -13.35159
     33.518500,   -6.99615, -13.46212
     33.519000,   -6.87278, -13.57265
     33.519500,   -6.74940, -13.68707
     33.520000,   -6.62603, -13.79605
     33.520500,   -6.50343, -13.89335
     33.521000,   -6.38084, -13.98130
     33.521500,   -6.25902, -14.07471
     33.522000,   -6.13720, -14.16500
     33.522500,   -6.01616, -14.25140
     33.523000,   -5.89551, -14.33625
     33.523500,   -5.77486, -14.41876
     33.524000,   -5.65538, -14.50127
     33.524500,   -5.53590, -14.58533
     33.525000,   -5.41719, -14.66628
     33.525500,   -5.29888, -14.75346
     33.526000,   -5.18134, -14.83753
     33.526500,   -5.06419, -14.92704
     33.527000,   -4.94821, -15.01578
     33.527500,   -4.83262, -15.09829
     33.528000,   -4.71781, -15.18313
     33.528500,   -4.60378, -15.25942
     33.529000,   -4.49052, -15.33336
     33.529500,   -4.37804, -15.40887
     33.530000,   -4.26635, -15.47659
     33.530500,   -4.15543, -15.55131
     33.531000,   -4.04528, -15.61981
     33.531500,   -3.93592, -15.68597
     33.532000,   -3.82772, -15.75369
     33.532500,   -3.72031, -15.81285
     33.533000,   -3.61367, -15.87201
     33.533500,   -3.50781, -15.93117
     33.534000,   -3.40311, -15.98799
     33.534500,   -3.29959, -16.04792
     33.535000,   -3.19684, -16.10319
     33.535500,   -3.09526, -16.16235
     33.536000,   -2.99446, -16.21683
     33.536500,   -2.89522, -16.27444
     33.537000,   -2.79675, -16.32970
     33.537500,   -2.69984, -16.38886
     33.538000,   -2.60371, -16.44335
     33.538500,   -2.50875, -16.49472
     33.539000,   -2.41534, -16.54609
     33.539500,   -2.32271, -16.59435
     33.540000,   -2.23164, -16.63249
     33.540500,   -2.14174, -16.67219
     33.541000,   -2.05300, -16.71500
     33.541500,   -1.96582, -16.75159
     33.542000,   -1.87981, -16.78272
     33.542500,   -1.79496, -16.82164
     33.543000,   -1.71168, -16.85900
     33.543500,   -1.62956, -16.89014
     33.544000,   -1.54899, -16.91894
     33.544500,   -1.46960, -16.94930
     33.545000,   -1.39176, -16.97576
     33.545500,   -1.31548, -16.99522
     33.546000,   -1.24036, -17.01624
     33.546500,   -1.16680, -17.03648
     33.547000,   -1.09480, -17.05438
     33.547500,   -1.02397, -17.06995
     33.548000,   -0.95469, -17.08318
     33.548500,   -0.88736, -17.09486
     33.549000,   -0.82120, -17.10498
     33.549500,   -0.75659, -17.11354
     33.550000,   -0.69354, -17.12054
     33.550500,   -0.63205, -17.12599
     33.551000,   -0.57212, -17.12988
     33.551500,   -0.51374, -17.12988
     33.552000,   -0.45691, -17.12988
     33.552500,   -0.40204, -17.12988
     33.553000,   -0.34872, -17.12988
     33.553500,   -0.29657, -17.12833
     33.554000,   -0.24636, -17.12444
     33.554500,   -0.19810, -17.11821
     33.555000,   -0.15101, -17.10965
     33.555500,   -0.10586, -17.09875
     33.556000,   -0.06227, -17.08552
     33.556500,   -0.02024, -17.06995
     33.557000,    0.01985, -17.05516
     33.557500,    0.05838, -17.03959
     33.558000,    0.09535, -17.02169
     33.558500,    0.13038, -17.00301
     33.559000,    0.16385, -16.98199
     33.559500,    0.19576, -16.96020
     33.560000,    0.22573, -16.93684
     33.560500,    0.25414, -16.91038
     33.561000,    0.28100, -16.88469
     33.561500,    0.30591, -16.85589
     33.562000,    0.32926, -16.82242
     33.562500,    0.35066, -16.78973
     33.563000,    0.37012, -16.75548
     33.563500,    0.38803, -16.71267
     33.564000,    0.40437, -16.67608
     33.564500,    0.41877, -16.63172
     33.565000,    0.43123, -16.58423
     33.565500,    0.44212, -16.54454
     33.566000,    0.45108, -16.49316
     33.566500,    0.45808, -16.44879
     33.567000,    0.46353, -16.40598
     33.567500,    0.46742, -16.35539
     33.568000,    0.46898, -16.30868
     33.568500,    0.46898, -16.25887
     33.569000,    0.46742, -16.20282
     33.569500,    0.46392, -16.14834
     33.570000,    0.45847, -16.08295
     33.570500,    0.45147, -16.01912
     33.571000,    0.44251, -15.94596
     33.571500,    0.43201, -15.87824
     33.572000,    0.41955, -15.80740
     33.572500,    0.40554, -15.74124
     33.573000,    0.38958, -15.67663
     33.573500,    0.37207, -15.61047
     33.574000,    0.35261, -15.54586
     33.574500,    0.33159, -15.47659
     33.575000,    0.30863, -15.41198
     33.575500,    0.28411, -15.34660
     33.576000,    0.25765, -15.27421
     33.576500,    0.22962, -15.20415
     33.577000,    0.19966, -15.13098
     33.577500,    0.16813, -15.05237
     33.578000,    0.13466, -14.97219
     33.578500,    0.09963, -14.89202
     33.579000,    0.06305, -14.80328
     33.579500,    0.02452, -14.71532
     33.580000,   -0.01557, -14.62270
     33.580500,   -0.05760, -14.52929
     33.581000,   -0.10119, -14.43433
     33.581500,   -0.14634, -14.34170
     33.582000,   -0.19343, -14.24829
     33.582500,   -0.24208, -14.15021
     33.583000,   -0.29228, -14.05136
     33.583500,   -0.34405, -13.95951
     33.584000,   -0.39776, -13.87778
     33.584500,   -0.45263, -13.78281
     33.585000,   -0.50907, -13.69330
     33.585500,   -0.56745, -13.61702
     33.586000,   -0.62699, -13.52984
     33.586500,   -0.68848, -13.43643
     33.587000,   -0.75114, -13.35081
     33.587500,   -0.81575, -13.26752
     33.588000,   -0.88152, -13.17256
     33.588500,   -0.94886, -13.07059
     33.589000,   -1.01735, -12.97096
     33.589500,   -1.08780, -12.86587
     33.590000,   -1.15941, -12.75690
     33.590500,   -1.23258, -12.64014
     33.591000,   -1.30730, -12.52260
     33.591500,   -1.38359, -12.40507
     33.592000,   -1.46103, -12.28675
     33.592500,   -1.54004, -12.16844
     33.593000,   -1.62022, -12.04623
     33.593500,   -1.70195, -11.92324
     33.594000,   -1.78523, -11.80259
     33.594500,   -1.86930, -11.68039
     33.595000,   -1.95531, -11.56285
     33.595500,   -2.04249, -11.44609
     33.596000,   -2.13084, -11.33011
     33.596500,   -2.22035, -11.21180
     33.597000,   -2.31103, -11.09504
     33.597500,   -2.40327, -10.97906
     33.598000,   -2.49668, -10.86152
     33.598500,   -2.59125, -10.74399
     33.599000,   -2.68700, -10.62878
     33.599500,   -2.78391, -10.51281
     33.600000,   -2.88159, -10.39527
     33.600500,   -2.98084, -10.27773
     33.601000,   -3.08086, -10.15786
     33.601500,   -3.18205, -10.04032
     33.602000,   -3.28441,  -9.92279
     33.602500,   -3.38755,  -9.80447
     33.603000,   -3.49146,  -9.68382
     33.603500,   -3.59654,  -9.56239
     33.604000,   -3.70279,  -9.44174
     33.604500,   -3.80943,  -9.31954
     33.605000,   -3.91724,  -9.19733
     33.605500,   -4.02582,  -9.07512
     33.606000,   -4.13519,  -8.95369
     33.606500,   -4.24533,  -8.83226
     33.607000,   -4.35625,  -8.71084
     33.607500,   -4.46834,  -8.58863
     33.608000,   -4.58082,  -8.46720
     33.608500,   -4.69407,  -8.34655
     33.609000,   -4.80849,  -8.22668
     33.609500,   -4.92331,  -8.10447
     33.610000,   -5.03890,  -7.98304
     33.610500,   -5.15488,  -7.86239
     33.611000,   -5.27202,  -7.74096
     33.611500,   -5.38956,  -7.62031
     33.612000,   -5.50749,  -7.49733
     33.612500,   -5.62619,  -7.37746
     33.613000,   -5.74528,  -7.25603
     33.613500,   -5.86516,  -7.13538
     33.614000,   -5.98503,  -7.01551
     33.614500,   -6.10568,  -6.89486
     33.615000,   -6.22672,  -6.77421
     33.615500,   -6.34815,  -6.65511
     33.616000,   -6.46996,  -6.53758
     33.616500,   -6.59217,  -6.41848
     33.617000,   -6.71477,  -6.30172
     33.617500,   -6.83775,  -6.18574
     33.618000,   -6.96074,  -6.07210
     33.618500,   -7.08450,  -5.95846
     33.619000,   -7.20826,  -5.84559
     33.619500,   -7.33242,  -5.72805
     33.620000,   -7.45657,  -5.61207
     33.620500,   -7.58111,  -5.49765
     33.621000,   -7.70604,  -5.38089
     33.621500,   -7.83098,  -5.26413
     33.622000,   -7.95630,  -5.15127
     33.622500,   -8.08123,  -5.03996
     33.623000,   -8.20655,  -4.92553
     33.623500,   -8.33187,  -4.80800
     33.624000,   -8.45719,  -4.69669
     33.624500,   -8.58251,  -4.58771
     33.625000,   -8.70783,  -4.48030
     33.625500,   -8.83276,  -4.37444
     33.626000,   -8.95769,  -4.26702
     33.626500,   -9.08262,  -4.16194
     33.627000,   -9.20717,  -4.06230
     33.627500,   -9.33171,  -3.95878
     33.628000,   -9.45586,  -3.85603
     33.628500,   -9.57962,  -3.76184
     33.629000,   -9.70300,  -3.66610
     33.629500,   -9.82637,  -3.56491
     33.630000,   -9.94897,  -3.46995
     33.630500,  -10.07157,  -3.37421
     33.631000,  -10.19377,  -3.27924
     33.631500,  -10.31520,  -3.18661
     33.632000,  -10.43663,  -3.09476
     33.632500,  -10.55767,  -2.99824
     33.633000,  -10.67793,  -2.90172
     33.633500,  -10.79780,  -2.80520
     33.634000,  -10.91728,  -2.70635
     33.634500,  -11.03638,  -2.60672
     33.635000,  -11.15508,  -2.51720
     33.635500,  -11.27301,  -2.42224
     33.636000,  -11.39054,  -2.33506
     33.636500,  -11.50769,  -2.24866
     33.637000,  -11.62445,  -2.16148
     33.637500,  -11.74043,  -2.07975
     33.638000,  -11.85563,  -1.99412
     33.638500,  -11.97044,  -1.91628
     33.639000,  -12.08448,  -1.83066
     33.639500,  -12.19773,  -1.74971
     33.640000,  -12.31021,  -1.66798
     33.640500,  -12.42191,  -1.58625
     33.641000,  -12.53283,  -1.51074
     33.641500,  -12.64297,  -1.43524
     33.642000,  -12.75234,  -1.36752
     33.642500,  -12.86053,  -1.30136
     33.643000,  -12.96795,  -1.23753
     33.643500,  -13.07459,  -1.17837
     33.644000,  -13.18006,  -1.11844
     33.644500,  -13.28475,  -1.05772
     33.645000,  -13.38828,  -1.00479
     33.645500,  -13.49103,  -0.94875
     33.646000,  -13.59299,  -0.90049
     33.646500,  -13.69380,  -0.84756
     33.647000,  -13.79343,  -0.79618
     33.647500,  -13.89190,  -0.75026
     33.648000,  -13.98958,  -0.69811
     33.648500,  -14.08571,  -0.64673
     33.649000,  -14.18107,  -0.60159
     33.649500,  -14.27525,  -0.55177
     33.650000,  -14.36788,  -0.50507
     33.650500,  -14.45973,  -0.45914
     33.651000,  -14.55002,  -0.41244
     33.651500,  -14.63915,  -0.36885
     33.652000,  -14.72711,  -0.32526
     33.652500,  -14.81351,  -0.28167
     33.653000,  -14.89874,  -0.24041
     33.653500,  -14.98281,  -0.19994
     33.654000,  -15.06532,  -0.16102
     33.654500,  -15.14666,  -0.12677
     33.655000,  -15.22644,  -0.09174
     33.655500,  -15.30467,  -0.06061
     33.656000,  -15.38212,  -0.03259
     33.656500,  -15.45762,  -0.00690
     33.657000,  -15.53196,   0.01567
     33.657500,  -15.60474,   0.03669
     33.658000,  -15.67635,   0.05615
     33.658500,  -15.74641,   0.07405
     33.659000,  -15.81490,   0.08806
     33.659500,  -15.88223,   0.10285
     33.660000,  -15.94801,   0.11375
     33.660500,  -16.01223,   0.12309
     33.661000,  -16.07489,   0.13010
     33.661500,  -16.13638,   0.13555
     33.662000,  -16.19592,   0.13710
     33.662500,  -16.25430,   0.13710
     33.663000,  -16.31113,   0.13710
     33.663500,  -16.36639,   0.13710
     33.664000,  -16.41971,   0.13710
     33.664500,  -16.47186,   0.13243
     33.665000,  -16.52207,   0.12543
     33.665500,  -16.57111,   0.11687
     33.666000,  -16.61781,   0.10597
     33.666500,  -16.66335,   0.09351
     33.667000,  -16.70694,   0.07872
     33.667500,  -16.74897,   0.06316
     33.668000,  -16.78945,   0.04603
     33.668500,  -16.82798,   0.02891
     33.669000,  -16.86456,   0.00711
     33.669500,  -16.89998,  -0.01468
     33.670000,  -16.93306,  -0.03881
     33.670500,  -16.96458,  -0.06450
     33.671000,  -16.99455,  -0.09408
     33.671500,  -17.02296,  -0.12521
     33.672000,  -17.04904,  -0.15868
     33.672500,  -17.07395,  -0.19293
     33.673000,  -17.09652,  -0.23030
     33.673500,  -17.11793,  -0.27077
     33.674000,  -17.13700,  -0.31358
     33.674500,  -17.15451,  -0.35717
     33.675000,  -17.17047,  -0.40388
     33.675500,  -17.18448,  -0.45369
     33.676000,  -17.19654,  -0.50273
     33.676500,  -17.20666,  -0.55255
     33.677000,  -17.21522,  -0.60392
     33.677500,  -17.22223,  -0.65919
     33.678000,  -17.22690,  -0.70900
     33.678500,  -17.23001,  -0.76271
     33.679000,  -17.23157,  -0.82109
     33.679500,  -17.23118,  -0.87247
     33.680000,  -17.22885,  -0.93162
     33.680500,  -17.22495,  -0.98689
     33.681000,  -17.21912,  -1.04138
     33.681500,  -17.21133,  -1.10053
     33.682000,  -17.20199,  -1.15191
     33.682500,  -17.19109,  -1.20951
     33.683000,  -17.17825,  -1.26400
     33.683500,  -17.16346,  -1.32315
     33.684000,  -17.14712,  -1.38387
     33.684500,  -17.12882,  -1.44536
     33.685000,  -17.10897,  -1.51230
     33.685500,  -17.08757,  -1.57846
     33.686000,  -17.06422,  -1.64618
     33.686500,  -17.03892,  -1.71780
     33.687000,  -17.01207,  -1.78941
     33.687500,  -16.98365,  -1.86802
     33.688000,  -16.95330,  -1.94820
     33.688500,  -16.92138,  -2.03460
     33.689000,  -16.88791,  -2.11867
     33.689500,  -16.85250,  -2.20429
     33.690000,  -16.81513,  -2.29380
     33.690500,  -16.77621,  -2.37865
     33.691000,  -16.73574,  -2.46816
     33.691500,  -16.69332,  -2.55690
     33.692000,  -16.64934,  -2.64641
     33.692500,  -16.60341,  -2.73904
     33.693000,  -16.55593,  -2.83400
     33.693500,  -16.50689,  -2.92663
     33.694000,  -16.45591,  -3.02860
     33.694500,  -16.40337,  -3.12668
     33.695000,  -16.34927,  -3.22398
     33.695500,  -16.29361,  -3.32672
     33.696000,  -16.23640,  -3.42947
     33.696500,  -16.17763,  -3.52599
     33.697000,  -16.11731,  -3.62485
     33.697500,  -16.05543,  -3.72448
     33.698000,  -15.99199,  -3.82178
     33.698500,  -15.92699,  -3.91908
     33.699000,  -15.86083,  -4.02027
     33.699500,  -15.79311,  -4.12302
     33.700000,  -15.72383,  -4.22187
     33.700500,  -15.65300,  -4.32306
     33.701000,  -15.58100,  -4.42892
     33.701500,  -15.50744,  -4.53011
     33.702000,  -15.43272,  -4.63130
     33.702500,  -15.35643,  -4.73405
     33.703000,  -15.27859,  -4.84225
     33.703500,  -15.19959,  -4.95122
     33.704000,  -15.11902,  -5.06020
     33.704500,  -15.03690,  -5.17073
     33.705000,  -14.95362,  -5.28437
     33.705500,  -14.86916,  -5.40269
     33.706000,  -14.78315,  -5.51867
     33.706500,  -14.69558,  -5.63231
     33.707000,  -14.60723,  -5.74518
     33.707500,  -14.51733,  -5.86194
     33.708000,  -14.42626,  -5.97636
     33.708500,  -14.33402,  -6.08845
     33.709000,  -14.24061,  -6.20131
     33.709500,  -14.14604,  -6.31651
     33.710000,  -14.05030,  -6.43405
     33.710500,  -13.95339,  -6.55003
     33.711000,  -13.85570,  -6.66679
     33.711500,  -13.75646,  -6.78433
     33.712000,  -13.65643,  -6.90186
     33.712500,  -13.55524,  -7.02096
     33.713000,  -13.45327,  -7.14083
     33.713500,  -13.35014,  -7.25836
     33.714000,  -13.24622,  -7.37746
     33.714500,  -13.14114,  -7.49811
     33.715000,  -13.03528,  -7.61720
     33.715500,  -12.92864,  -7.73941
     33.716000,  -12.82083,  -7.86239
     33.716500,  -12.71225,  -7.98460
     33.717000,  -12.60288,  -8.10836
     33.717500,  -12.49235,  -8.23213
     33.718000,  -12.38104,  -8.35433
     33.718500,  -12.26896,  -8.47498
     33.719000,  -12.15648,  -8.59486
     33.719500,  -12.04283,  -8.71551
     33.720000,  -11.92841,  -8.83616
     33.720500,  -11.81321,  -8.95603
     33.721000,  -11.69762,  -9.07746
     33.721500,  -11.58125,  -9.19966
     33.722000,  -11.46410,  -9.32265
     33.722500,  -11.34657,  -9.44330
     33.723000,  -11.22864,  -9.56317
     33.723500,  -11.10994,  -9.68460
     33.724000,  -10.99084,  -9.80291
     33.724500,  -10.87136,  -9.91967
     33.725000,  -10.75149, -10.03877
     33.725500,  -10.63084, -10.15708
     33.726000,  -10.50980, -10.27695
     33.726500,  -10.38837, -10.39605
     33.727000,  -10.26655, -10.51514
     33.727500,  -10.14435, -10.63501
     33.728000,  -10.02214, -10.75488
     33.728500,   -9.89915, -10.87398
     33.729000,   -9.77578, -10.99307
     33.729500,   -9.65240, -11.11139
     33.730000,   -9.52825, -11.22737
     33.730500,   -9.40410, -11.34412
     33.731000,   -9.27995, -11.45933
     33.731500,   -9.15540, -11.57141
     33.732000,   -9.03047, -11.68272
     33.732500,   -8.90554, -11.79248
     33.733000,   -8.78061, -11.90067
     33.733500,   -8.65568, -12.00731
     33.734000,   -8.53036, -12.11473
     33.734500,   -8.40504, -12.22059
     33.735000,   -8.27972, -12.32801
     33.735500,   -8.15440, -12.43075
     33.736000,   -8.02908, -12.53428
     33.736500,   -7.90375, -12.63781
     33.737000,   -7.77882, -12.74133
     33.737500,   -7.65389, -12.84486
     33.738000,   -7.52935, -12.94838
     33.738500,   -7.40481, -13.05269
     33.739000,   -7.28027, -13.16088
     33.739500,   -7.15611, -13.27141
     33.740000,   -7.03235, -13.38194
     33.740500,   -6.90859, -13.49170
     33.741000,   -6.78521, -13.59834
     33.741500,   -6.66223, -13.70965
     33.742000,   -6.53924, -13.81473
     33.742500,   -6.41703, -13.90891
     33.743000,   -6.29483, -14.00232
     33.743500,   -6.17340, -14.09028
     33.744000,   -6.05197, -14.18057
     33.744500,   -5.93132, -14.26775
     33.745000,   -5.81106, -14.35337
     33.745500,   -5.69119, -14.43588
     33.746000,   -5.57170, -14.51683
     33.746500,   -5.45300, -14.59934
     33.747000,   -5.33468, -14.68107
     33.747500,   -5.21676, -14.76825
     33.748000,   -5.10000, -14.85543
     33.748500,   -4.98324, -14.94573
     33.749000,   -4.86765, -15.03446
     33.749500,   -4.75284, -15.11619
     33.750000,   -4.63880, -15.19637
     33.750500,   -4.52516, -15.27187
     33.751000,   -4.41268, -15.34348
     33.751500,   -4.30060, -15.41743
     33.752000,   -4.18967, -15.48126
     33.752500,   -4.07914, -15.55520
     33.753000,   -3.96978, -15.62215
     33.753500,   -3.86158, -15.68520
     33.754000,   -3.75378, -15.74980
     33.754500,   -3.64714, -15.80974
     33.755000,   -3.54128, -15.86889
     33.755500,   -3.43658, -15.92805
     33.756000,   -3.33267, -15.98410
     33.756500,   -3.22992, -16.04559
     33.757000,   -3.12795, -16.09774
     33.757500,   -3.02715, -16.15690
     33.758000,   -2.92752, -16.21216
     33.758500,   -2.82944, -16.26821
     33.759000,   -2.73175, -16.32347
     33.759500,   -2.63562, -16.37874
     33.760000,   -2.54066, -16.43478
     33.760500,   -2.44686, -16.48538
     33.761000,   -2.35424, -16.53286
     33.761500,   -2.26277, -16.58034
     33.762000,   -2.17248, -16.61926
     33.762500,   -2.08375, -16.65195
     33.763000,   -1.99579, -16.69165
     33.763500,   -1.90939, -16.73213
     33.764000,   -1.82454, -16.76482
     33.764500,   -1.74048, -16.79440
     33.765000,   -1.65836, -16.83176
     33.765500,   -1.57701, -16.86601
     33.766000,   -1.49723, -16.89325
     33.766500,   -1.41900, -16.91972
     33.767000,   -1.34194, -16.94696
     33.767500,   -1.26644, -16.97031
     33.768000,   -1.19210, -16.98822
     33.768500,   -1.11932, -17.00534
     33.769000,   -1.04810, -17.02324
     33.769500,   -0.97843, -17.03726
     33.770000,   -0.91033, -17.04893
     33.770500,   -0.84338, -17.05983
     33.771000,   -0.77839, -17.06917
     33.771500,   -0.71456, -17.07695
     33.772000,   -0.65229, -17.08318
     33.772500,   -0.59196, -17.08863
     33.773000,   -0.53281, -17.08863
     33.773500,   -0.47560, -17.08863
     33.774000,   -0.41994, -17.08863
     33.774500,   -0.36584, -17.08863
     33.775000,   -0.31369, -17.08785
     33.775500,   -0.26310, -17.08318
     33.776000,   -0.21406, -17.07618
     33.776500,   -0.16658, -17.06761
     33.777000,   -0.12065, -17.05827
     33.777500,   -0.07667, -17.04815
     33.778000,   -0.03425, -17.03648
     33.778500,    0.00662, -17.02247
     33.779000,    0.04554, -17.00612
     33.779500,    0.08290, -16.98822
     33.780000,    0.11870, -16.96876
     33.780500,    0.15256, -16.94852
     33.781000,    0.18487, -16.92828
     33.781500,    0.21561, -16.90493
     33.782000,    0.24441, -16.88158
     33.782500,    0.27166, -16.85511
     33.783000,    0.29696, -16.82320
     33.783500,    0.32031, -16.79206
     33.784000,    0.34249, -16.76171
     33.784500,    0.36273, -16.72201
     33.785000,    0.38102, -16.68620
     33.785500,    0.39776, -16.64806
     33.786000,    0.41293, -16.60136
     33.786500,    0.42578, -16.56166
     33.787000,    0.43745, -16.51729
     33.787500,    0.44718, -16.46825
     33.788000,    0.45497, -16.42856
     33.788500,    0.46120, -16.38263
     33.789000,    0.46548, -16.33437
     33.789500,    0.46781, -16.29078
     33.790000,    0.46898, -16.23707
     33.790500,    0.46781, -16.18648
     33.791000,    0.46509, -16.13121
     33.791500,    0.46081, -16.06894
     33.792000,    0.45419, -16.00667
     33.792500,    0.44641, -15.93350
     33.793000,    0.43668, -15.86656
     33.793500,    0.42500, -15.79495
     33.794000,    0.41138, -15.72801
     33.794500,    0.39659, -15.66340
     33.795000,    0.37946, -15.59879
     33.795500,    0.36078, -15.53497
     33.796000,    0.34054, -15.46802
     33.796500,    0.31797, -15.40031
     33.797000,    0.29423, -15.33881
     33.797500,    0.26854, -15.26564
     33.798000,    0.24091, -15.19637
     33.798500,    0.21172, -15.12398
     33.799000,    0.18059, -15.04614
     33.799500,    0.14789, -14.96596
     33.800000,    0.11326, -14.88735
     33.800500,    0.07706, -14.80017
     33.801000,    0.03892, -14.71221
     33.801500,   -0.00078, -14.62114
     33.802000,   -0.04242, -14.52851
     33.802500,   -0.08523, -14.43433
     33.803000,   -0.13038, -14.34092
     33.803500,   -0.17669, -14.24829
     33.804000,   -0.22457, -14.15177
     33.804500,   -0.27438, -14.05447
     33.805000,   -0.32576, -13.96184
     33.805500,   -0.37869, -13.87933
     33.806000,   -0.43317, -13.78515
     33.806500,   -0.48922, -13.69486
     33.807000,   -0.54682, -13.61780
     33.807500,   -0.60598, -13.53062
     33.808000,   -0.66669, -13.43721
     33.808500,   -0.72896, -13.35314
     33.809000,   -0.79279, -13.27219
     33.809500,   -0.85778, -13.17801
     33.810000,   -0.92473, -13.07915
     33.810500,   -0.99283, -12.98263
     33.811000,   -1.06250, -12.87988
     33.811500,   -1.13372, -12.77091
     33.812000,   -1.20650, -12.65493
     33.812500,   -1.28045, -12.53817
     33.813000,   -1.35595, -12.42375
     33.813500,   -1.43301, -12.30699
     33.814000,   -1.51163, -12.18868
     33.814500,   -1.59141, -12.06725
     33.815000,   -1.67237, -11.94426
     33.815500,   -1.75527, -11.82128
     33.816000,   -1.83894, -11.70218
     33.816500,   -1.92457, -11.58309
     33.817000,   -2.01097, -11.46633
     33.817500,   -2.09892, -11.34724
     33.818000,   -2.18844, -11.23126
     33.818500,   -2.27873, -11.11528
     33.819000,   -2.37058, -10.99696
     33.819500,   -2.46360, -10.88098
     33.820000,   -2.55778, -10.76656
     33.820500,   -2.65353, -10.65058
     33.821000,   -2.75005, -10.53382
     33.821500,   -2.84773, -10.41628
     33.822000,   -2.94659, -10.29875
     33.822500,   -3.04622, -10.18121
     33.823000,   -3.14741, -10.06368
     33.823500,   -3.24938,  -9.94536
     33.824000,   -3.35252,  -9.82860
     33.824500,   -3.45643,  -9.70873
     33.825000,   -3.56113,  -9.58886
     33.825500,   -3.66699,  -9.46899
     33.826000,   -3.77363,  -9.34756
     33.826500,   -3.88143,  -9.22613
     33.827000,   -3.98963,  -9.10548
     33.827500,   -4.09860,  -8.98405
     33.828000,   -4.20875,  -8.86107
     33.828500,   -4.31967,  -8.73964
     33.829000,   -4.43136,  -8.61976
     33.829500,   -4.54345,  -8.49911
     33.830000,   -4.65671,  -8.37846
     33.830500,   -4.77074,  -8.25781
     33.831000,   -4.88555,  -8.13639
     33.831500,   -5.00076,  -8.01574
     33.832000,   -5.11674,  -7.89586
     33.832500,   -5.23349,  -7.77288
     33.833000,   -5.35064,  -7.65223
     33.833500,   -5.46857,  -7.53236
     33.834000,   -5.58688,  -7.41171
     33.834500,   -5.70598,  -7.29261
     33.835000,   -5.82546,  -7.17196
     33.835500,   -5.94533,  -7.04976
     33.836000,   -6.06598,  -6.92988
     33.836500,   -6.18702,  -6.81079
