Protocoltimestamp,SensorDistance0,SensorDistance2
3.7685,12.54982,20.14052
3.769,12.55449,20.15298
3.7695,12.55838,20.16387
3.77,12.56266,20.17555
3.7705,12.56655,20.188
3.771,12.57044,20.1989
3.7715,12.57473,20.21058
3.772,12.57862,20.22303
3.7725,12.58368,20.23704
3.773,12.58835,20.25027
3.7735,12.59302,20.26429
3.774,12.5973,20.27596
3.7745,12.60236,20.28686
3.775,12.60742,20.29776
3.7755,12.61209,20.30788
3.776,12.61676,20.31877
3.7765,12.62104,20.32967
3.777,12.62454,20.34057
3.7775,12.62766,20.35069
3.778,12.63155,20.36314
3.7785,12.63505,20.3756
3.779,12.63855,20.38805
3.7795,12.64167,20.40128
3.78,12.64556,20.41296
3.7805,12.64945,20.42308
3.781,12.65295,20.4332
3.7815,12.65685,20.44332
3.782,12.66035,20.45266
3.7825,12.66346,20.462
3.783,12.66735,20.47212
3.7835,12.67086,20.48301
3.784,12.67514,20.49235
3.7845,12.67864,20.50325
3.785,12.68214,20.51493
3.7855,12.68565,20.5266
3.786,12.68876,20.53828
3.7865,12.69109,20.54995
3.787,12.69304,20.55852
3.7875,12.69576,20.56708
3.788,12.69771,20.57642
3.7885,12.69966,20.58498
3.789,12.70199,20.59354
3.7895,12.70394,20.60211
3.79,12.70549,20.61145
3.7905,12.70744,20.62079
3.791,12.70861,20.63013
3.7915,12.71055,20.63869
3.792,12.71172,20.64803
3.7925,12.71328,20.65737
3.793,12.71445,20.66671
3.7935,12.716,20.67683
3.794,12.71756,20.68617
3.7945,12.71834,20.69629
3.795,12.71912,20.70408
3.7955,12.72067,20.71186
3.796,12.72145,20.71886
3.7965,12.72223,20.72587
3.797,12.72301,20.7321
3.7975,12.72379,20.7391
3.798,12.72457,20.74611
3.7985,12.72495,20.75311
3.799,12.72573,20.7609
3.7995,12.72612,20.76868
3.8,12.72651,20.77724
3.8005,12.72729,20.78503
3.801,12.72768,20.79203
3.8015,12.72807,20.79982
3.802,12.72807,20.80682
3.8025,12.72885,20.81461
3.803,12.72885,20.82161
3.8035,12.72885,20.82862
3.804,12.72885,20.83484
3.8045,12.72885,20.84185
3.805,12.72885,20.84652
3.8055,12.72885,20.85197
3.806,12.72885,20.85664
3.8065,12.72885,20.86131
3.807,12.72885,20.86754
3.8075,12.72846,20.87143
3.808,12.72807,20.8761
3.8085,12.72768,20.87999
3.809,12.72729,20.88544
3.8095,12.72729,20.89011
3.81,12.7269,20.89556
3.8105,12.72651,20.90023
3.811,12.72573,20.90568
3.8115,12.72534,20.90957
3.812,12.72495,20.91424
3.8125,12.72457,20.91813
3.813,12.7234,20.92202
3.8135,12.72301,20.92514
3.814,12.72223,20.92981
3.8145,12.72106,20.93448
3.815,12.71989,20.93915
3.8155,12.71912,20.94382
3.816,12.71795,20.94771
3.8165,12.71639,20.95082
3.817,12.71522,20.95394
3.8175,12.71328,20.95705
3.818,12.71172,20.95939
3.8185,12.71016,20.96328
3.819,12.70822,20.96639
3.8195,12.70666,20.97028
3.82,12.70472,20.97262
3.8205,12.70316,20.97573
3.821,12.70082,20.97729
3.8215,12.69849,20.97962
3.822,12.69615,20.98118
3.8225,12.69343,20.98274
3.823,12.69109,20.98429
3.8235,12.68798,20.98585
3.824,12.68487,20.98741
3.8245,12.68136,20.98897
3.825,12.67747,20.99052
3.8255,12.67358,20.9913
3.826,12.66969,20.99208
3.8265,12.66541,20.99286
3.827,12.66229,20.99286
3.8275,12.65879,20.99286
3.828,12.65529,20.99286
3.8285,12.6514,20.99286
3.829,12.64789,20.99286
3.8295,12.64439,20.99364
3.83,12.64089,20.99364
3.8305,12.63739,20.99364
3.831,12.63427,20.99364
3.8315,12.63038,20.99364
3.832,12.62766,20.99364
3.8325,12.62415,20.99286
3.833,12.62104,20.9913
3.8335,12.61676,20.9913
3.834,12.61248,20.9913
3.8345,12.60742,20.9913
3.835,12.60314,20.99052
3.8355,12.59886,20.98974
3.836,12.59457,20.98897
3.8365,12.5899,20.98819
3.837,12.58523,20.98741
3.8375,12.58095,20.98585
3.838,12.57706,20.98507
3.8385,12.57278,20.98429
3.839,12.56928,20.98352
3.8395,12.565,20.98274
3.84,12.5611,20.98118
3.8405,12.55721,20.97962
3.841,12.55293,20.97807
3.8415,12.54787,20.97573
3.842,12.54242,20.9734
3.8425,12.53697,20.97028
3.843,12.53114,20.96873
3.8435,12.52569,20.96639
3.844,12.51946,20.96484
3.8445,12.51323,20.9625
3.845,12.50817,20.96016
3.8455,12.5035,20.95861
3.846,12.49844,20.95549
3.8465,12.49416,20.95238
3.847,12.48949,20.94849
3.8475,12.48365,20.94538
3.848,12.47665,20.94226
3.8485,12.47042,20.93915
3.849,12.4638,20.93603
3.8495,12.45719,20.9337
3.85,12.45018,20.93059
3.8505,12.44396,20.92669
3.851,12.4389,20.92358
3.8515,12.43345,20.91969
3.852,12.42839,20.91658
3.8525,12.42255,20.91346
3.853,12.41554,20.90957
3.8535,12.40854,20.90568
3.854,12.40114,20.90256
3.8545,12.39336,20.89867
3.855,12.38636,20.89478
3.8555,12.37974,20.89089
3.856,12.37429,20.88622
3.8565,12.36884,20.88233
3.857,12.363,20.87843
3.8575,12.356,20.87454
3.858,12.34821,20.87143
3.8585,12.34082,20.86754
3.859,12.33265,20.86442
3.8595,12.32447,20.86053
3.86,12.31786,20.85664
3.8605,12.31202,20.85275
3.861,12.30657,20.84808
3.8615,12.29995,20.84418
3.862,12.29256,20.83951
3.8625,12.28516,20.83484
3.863,12.27738,20.8294
3.8635,12.26843,20.82395
3.864,12.26026,20.81772
3.8645,12.25403,20.81227
3.865,12.24858,20.80604
3.8655,12.24196,20.79982
3.866,12.23457,20.79437
3.8665,12.22679,20.78892
3.867,12.219,20.78269
3.8675,12.21005,20.77647
3.868,12.2011,20.77024
3.8685,12.19448,20.76401
3.869,12.18864,20.75778
3.8695,12.18242,20.75156
3.87,12.17463,20.74533
3.8705,12.16646,20.73832
3.871,12.1579,20.73288
3.8715,12.14895,20.72665
3.872,12.13961,20.72042
3.8725,12.13221,20.71497
3.873,12.1256,20.70875
3.8735,12.1182,20.7033
3.874,12.10964,20.69785
3.8745,12.10069,20.69084
3.875,12.09174,20.68306
3.8755,12.08201,20.6745
3.876,12.07383,20.66671
3.8765,12.06644,20.65737
3.877,12.05826,20.64881
3.8775,12.0497,20.64025
3.878,12.03997,20.63324
3.8785,12.03024,20.62468
3.879,12.02051,20.61612
3.8795,12.01195,20.60833
3.88,12.00417,20.60133
3.8805,11.99483,20.59354
3.881,11.98549,20.58576
3.8815,11.97576,20.57875
3.882,11.96564,20.57097
3.8825,11.95591,20.56319
3.883,11.94812,20.55618
3.8835,11.93917,20.54684
3.884,11.92944,20.53672
3.8845,11.92049,20.5266
3.885,11.91076,20.51648
3.8855,11.90025,20.50636
3.886,11.89169,20.49625
3.8865,11.88352,20.4869
3.887,11.87457,20.47756
3.8875,11.86484,20.469
3.888,11.85549,20.45966
3.8885,11.84499,20.45032
3.889,11.83487,20.44176
3.8895,11.8263,20.4332
3.89,11.81774,20.42463
3.8905,11.80879,20.41529
3.891,11.79945,20.40595
3.8915,11.78972,20.39428
3.892,11.77921,20.3826
3.8925,11.76948,20.37092
3.893,11.76014,20.35847
3.8935,11.75119,20.34835
3.894,11.74185,20.33823
3.8945,11.73251,20.32811
3.895,11.72161,20.31722
3.8955,11.71071,20.3071
3.896,11.70098,20.29698
3.8965,11.69087,20.28764
3.897,11.68114,20.27674
3.8975,11.67179,20.26584
3.898,11.66051,20.25417
3.8985,11.64961,20.24093
3.899,11.6391,20.2277
3.8995,11.62898,20.21447
3.9,11.61886,20.20279
3.9005,11.60875,20.19267
3.901,11.59707,20.181
3.9015,11.58578,20.1701
3.902,11.57489,20.1592
3.9025,11.56438,20.14831
3.903,11.55426,20.13663
3.9035,11.54297,20.12495
3.904,11.53052,20.1125
3.9045,11.51845,20.09771
3.905,11.50717,20.0837
3.9055,11.49627,20.07047
3.906,11.48693,20.05879
3.9065,11.47447,20.04712
3.907,11.46124,20.03544
3.9075,11.44918,20.02299
3.908,11.43789,20.01053
3.9085,11.42738,19.99808
3.909,11.41687,19.9864
3.9095,11.40364,19.97317
3.91,11.3908,19.95838
3.9105,11.37873,19.94359
3.911,11.36783,19.92958
3.9115,11.35733,19.9179
3.912,11.34487,19.90545
3.9125,11.33086,19.89222
3.913,11.31841,19.87821
3.9135,11.30634,19.86497
3.914,11.29661,19.85096
3.9145,11.28571,19.83851
3.915,11.27209,19.82294
3.9155,11.25925,19.80815
3.916,11.24679,19.79414
3.9165,11.2359,19.78091
3.917,11.22617,19.76767
3.9175,11.2141,19.75366
3.918,11.20087,19.73887
3.9185,11.1888,19.72486
3.919,11.17635,19.71085
3.9195,11.16662,19.69684
3.92,11.1565,19.68049
3.9205,11.14405,19.66493
3.921,11.13276,19.65014
3.9215,11.11992,19.63613
3.922,11.10863,19.62056
3.9225,11.09929,19.60577
3.923,11.088,19.5902
3.9235,11.07594,19.57697
3.924,11.0631,19.56218
3.9245,11.05025,19.54739
3.925,11.03974,19.53027
3.9255,11.0304,19.51548
3.926,11.01912,19.49913
3.9265,11.00666,19.48278
3.927,10.99304,19.46722
3.9275,10.98098,19.45165
3.928,10.97163,19.43686
3.9285,10.96152,19.42129
3.929,10.94945,19.40572
3.9295,10.93622,19.38782
3.93,10.92299,19.37147
3.9305,10.91248,19.35357
3.931,10.90275,19.33723
3.9315,10.89146,19.32088
3.932,10.87745,19.30531
3.9325,10.86344,19.28897
3.933,10.85176,19.27262
3.9335,10.84203,19.25549
3.934,10.83191,19.23759
3.9345,10.81829,19.21969
3.935,10.80389,19.20256
3.9355,10.79144,19.18622
3.936,10.78132,19.16909
3.9365,10.77159,19.15197
3.937,10.75952,19.13407
3.9375,10.74551,19.11694
3.938,10.73267,19.09748
3.9385,10.72177,19.07958
3.939,10.71282,19.06245
3.9395,10.70153,19.04533
3.94,10.68713,19.02665
3.9405,10.6739,19.00875
3.941,10.66184,18.99084
3.9415,10.65211,18.97216
3.942,10.64238,18.95348
3.9425,10.62953,18.93558
3.943,10.61591,18.91767
3.9435,10.60346,18.90055
3.944,10.59295,18.88187
3.9445,10.584,18.86319
3.945,10.5731,18.84528
3.9455,10.55948,18.82505
3.946,10.54625,18.80636
3.9465,10.53457,18.78768
3.947,10.52601,18.76978
3.9475,10.51628,18.75188
3.948,10.50421,18.73397
3.9485,10.4902,18.71529
3.949,10.47775,18.69505
3.9495,10.46802,18.6756
3.95,10.45946,18.65691
3.9505,10.44973,18.63823
3.951,10.43649,18.62033
3.9515,10.42248,18.60165
3.952,10.41197,18.58375
3.9525,10.40341,18.56429
3.953,10.39446,18.54483
3.9535,10.38395,18.52692
3.954,10.36994,18.50824
3.9545,10.35788,18.48878
3.955,10.34892,18.47166
3.9555,10.33997,18.45375
3.956,10.33102,18.43429
3.9565,10.31896,18.41561
3.957,10.30456,18.39693
3.9575,10.29366,18.37825
3.958,10.28393,18.35879
3.9585,10.27537,18.34089
3.959,10.26447,18.32376
3.9595,10.25163,18.30586
3.96,10.23839,18.28874
3.9605,10.22905,18.27083
3.961,10.21932,18.25137
3.9615,10.20959,18.23269
3.962,10.19753,18.21401
3.9625,10.18429,18.19689
3.963,10.17301,18.17821
3.9635,10.16328,18.1603
3.964,10.15277,18.14084
3.9645,10.14148,18.1206
3.965,10.12864,18.10192
3.9655,10.11658,18.0848
3.966,10.10568,18.06767
3.9665,10.09556,18.05055
3.967,10.08427,18.03109
3.9675,10.0726,18.01163
3.968,10.06131,17.99217
3.9685,10.04963,17.97271
3.969,10.0399,17.95481
3.9695,10.02978,17.93613
3.97,10.01889,17.91745
3.9705,10.00838,17.89799
3.971,9.99748,17.87775
3.9715,9.98697,17.85751
3.972,9.97724,17.83805
3.9725,9.96674,17.81859
3.973,9.95623,17.79991
3.9735,9.94689,17.78201
3.974,9.93755,17.76332
3.9745,9.92704,17.74309
3.975,9.9177,17.72207
3.9755,9.90719,17.70261
3.976,9.89824,17.68315
3.9765,9.88967,17.66447
3.977,9.8815,17.64812
3.9775,9.87138,17.62788
3.978,9.86204,17.60687
3.9785,9.85114,17.58585
3.979,9.84219,17.56873
3.9795,9.83441,17.54849
3.98,9.82663,17.53136
3.9805,9.81728,17.51268
3.981,9.80717,17.49011
3.9815,9.79666,17.46832
3.982,9.78732,17.44963
3.9825,9.77914,17.43095
3.983,9.77175,17.41227
3.9835,9.76397,17.39515
3.984,9.75385,17.37335
3.9845,9.74334,17.35156
3.985,9.73322,17.33132
3.9855,9.72505,17.31264
3.986,9.71726,17.29396
3.9865,9.70948,17.27683
3.987,9.70208,17.25659
3.9875,9.69158,17.2348
3.988,9.68107,17.213
3.9885,9.67134,17.19432
3.989,9.66355,17.17486
3.9895,9.65577,17.15618
3.99,9.64876,17.13828
3.9905,9.64137,17.11804
3.991,9.63125,17.09625
3.9915,9.62074,17.07679
3.992,9.61218,17.06044
3.9925,9.60401,17.04254
3.993,9.59739,17.02541
3.9935,9.59077,17.00673
3.994,9.58299,16.98494
3.9945,9.57287,16.96236
3.995,9.56275,16.94368
3.9955,9.55419,16.925
3.996,9.54679,16.90788
3.9965,9.54018,16.88997
3.997,9.53395,16.87129
3.9975,9.52656,16.85105
3.998,9.51799,16.83082
3.9985,9.50826,16.81447
3.999,9.49931,16.79657
3.9995,9.49192,16.77866
4.999999,9.4853,16.75998
4.0005,9.47908,16.74052
4.001,9.47246,16.71951
4.0015,9.46506,16.70082
4.002,9.4565,16.6837
4.0025,9.44716,16.6658
4.003,9.43899,16.64789
4.0035,9.43159,16.62999
4.004,9.42576,16.60975
4.0045,9.41992,16.58951
4.005,9.41369,16.57239
4.0055,9.4063,16.55604
4.006,9.39851,16.53892
4.0065,9.38917,16.52179
4.007,9.381,16.50467
4.0075,9.37438,16.48677
4.008,9.36854,16.46575
4.0085,9.3631,16.4494
4.009,9.35726,16.4315
4.0095,9.35064,16.4136
4.01,9.34364,16.3957
4.0105,9.33546,16.37857
4.011,9.3269,16.36067
4.0115,9.32028,16.34199
4.012,9.31484,16.3272
4.0125,9.30939,16.31163
4.013,9.30433,16.29451
4.0135,9.2981,16.2766
4.014,9.29148,16.26026
4.0145,9.28448,16.24313
4.015,9.27592,16.22523
4.0155,9.26813,16.20888
4.016,9.2619,16.19332
4.0165,9.25685,16.17619
4.017,9.25179,16.15984
4.0175,9.24673,16.14272
4.018,9.2405,16.12715
4.0185,9.23427,16.11081
4.019,9.22688,16.09446
4.0195,9.2187,16.08045
4.02,9.21209,16.06488
4.0205,9.20625,16.04853
4.021,9.2008,16.03297
4.0215,9.1973,16.01818
4.022,9.19263,16.00261
4.0225,9.18757,15.98782
4.023,9.18212,15.97303
4.0235,9.17667,15.95746
4.024,9.17044,15.94345
4.0245,9.16422,15.92711
4.025,9.15838,15.91154
4.0255,9.1541,15.89753
4.026,9.14982,15.88274
4.0265,9.14592,15.86951
4.027,9.14281,15.85472
4.0275,9.14009,15.84071
4.028,9.13658,15.82747
4.0285,9.13308,15.81268
4.029,9.12958,15.79712
4.0295,9.12608,15.7831
4.03,9.12257,15.76909
4.0305,9.11907,15.75586
4.031,9.11518,15.74263
4.0315,9.11129,15.7294
4.032,9.10778,15.71461
4.0325,9.10467,15.7006
4.033,9.10156,15.68658
4.0335,9.09883,15.67102
4.034,9.09611,15.65701
4.0345,9.09377,15.64533
4.035,9.09105,15.63443
4.0355,9.0891,15.62353
4.036,9.08716,15.61186
4.0365,9.08521,15.59863
4.037,9.08326,15.58539
4.0375,9.08132,15.57138
4.038,9.07937,15.55582
4.0385,9.07743,15.54103
4.039,9.07509,15.52857
4.0395,9.07315,15.51767
4.04,9.07081,15.50755
4.0405,9.06848,15.49821
4.041,9.06614,15.48887
4.0415,9.0638,15.4772
4.042,9.06147,15.46552
4.0425,9.05913,15.45307
4.043,9.05641,15.44061
4.0435,9.05408,15.42816
4.044,9.05213,15.41726
4.0445,9.05018,15.4087
4.045,9.04824,15.39936
4.0455,9.04668,15.38924
4.046,9.04473,15.37912
4.0465,9.04279,15.36822
4.047,9.04123,15.35733
4.0475,9.03967,15.34643
4.048,9.03812,15.33709
4.0485,9.03656,15.3293
4.049,9.035,15.32074
4.0495,9.03384,15.31218
4.05,9.03267,15.30206
4.0505,9.0315,15.2935
4.051,9.03033,15.28494
4.0515,9.02956,15.27637
4.052,9.02878,15.26703
4.0525,9.028,15.25847
4.053,9.02722,15.24991
4.0535,9.02644,15.24135
4.054,9.02605,15.23434
4.0545,9.02566,15.22656
4.055,9.02527,15.21955
4.0555,9.02489,15.21255
4.056,9.02489,15.20554
4.0565,9.02489,15.19853
4.057,9.02489,15.19075
4.0575,9.02489,15.18375
4.058,9.02527,15.17752
4.0585,9.02566,15.17207
4.059,9.02566,15.16662
4.0595,9.02644,15.16117
4.06,9.02683,15.15495
4.0605,9.02722,15.14872
4.061,9.028,15.14249
4.0615,9.02878,15.13704
4.062,9.02956,15.13159
4.0625,9.03033,15.12848
4.063,9.03111,15.12459
4.0635,9.03228,15.12147
4.064,9.03306,15.11758
4.0645,9.03423,15.11291
4.065,9.035,15.10824
4.0655,9.03617,15.10357
4.066,9.03773,15.0989
4.0665,9.0389,15.09423
4.067,9.04045,15.09112
4.0675,9.04201,15.08878
4.068,9.04357,15.08645
4.0685,9.04512,15.08333
4.069,9.04707,15.08022
4.0695,9.04863,15.07633
4.07,9.05057,15.07399
4.0705,9.05252,15.07088
4.071,9.05446,15.06932
4.0715,9.05719,15.06777
4.072,9.05952,15.06699
4.0725,9.06225,15.06543
4.073,9.06497,15.06387
4.0735,9.0677,15.06154
4.074,9.07081,15.05765
4.0745,9.07353,15.05531
4.075,9.07665,15.05298
4.0755,9.07937,15.05298
4.076,9.08171,15.05298
4.0765,9.08443,15.05298
4.077,9.08716,15.0522
4.0775,9.08988,15.05142
4.078,9.09338,15.05142
4.0785,9.09689,15.05142
4.079,9.10039,15.05142
4.0795,9.10428,15.05142
4.08,9.10856,15.05142
4.0805,9.11362,15.05142
4.081,9.11868,15.05142
4.0815,9.12335,15.0522
4.082,9.12763,15.05375
4.0825,9.13152,15.05531
4.083,9.13542,15.05531
4.0835,9.13892,15.05531
4.084,9.14164,15.05531
4.0845,9.14476,15.05531
4.085,9.14826,15.05609
4.0855,9.15254,15.05765
4.086,9.15682,15.06232
4.0865,9.1611,15.06699
4.087,9.16694,15.07166
4.0875,9.17239,15.07244
4.088,9.17784,15.07321
4.0885,9.18251,15.07399
4.089,9.18679,15.07399
4.0895,9.19107,15.07399
4.09,9.19496,15.07555
4.0905,9.19847,15.07944
4.091,9.20197,15.08567
4.0915,9.20625,15.0919
4.092,9.21092,15.09812
4.0925,9.21637,15.10201
4.093,9.22299,15.10591
4.0935,9.22921,15.10746
4.094,9.23505,15.10824
4.0945,9.24011,15.11058
4.095,9.24556,15.11447
4.0955,9.25023,15.11992
4.096,9.25451,15.12692
4.0965,9.25879,15.13393
4.097,9.26424,15.14016
4.0975,9.27047,15.1456
4.098,9.27864,15.14872
4.0985,9.28603,15.15105
4.099,9.29265,15.15261
4.0995,9.29849,15.1565
4.1,9.30433,15.16195
4.1005,9.30939,15.16973
4.101,9.31484,15.17908
4.1015,9.32067,15.18842
4.102,9.32768,15.19542
4.1025,9.33663,15.20087
4.103,9.34441,15.20398
4.1035,9.35181,15.20554
4.104,9.35842,15.20865
4.1045,9.36387,15.2141
4.105,9.36971,15.22189
4.1055,9.37594,15.23123
4.106,9.38294,15.24135
4.1065,9.3919,15.25069
4.107,9.40085,15.25769
4.1075,9.40824,15.26392
4.108,9.41525,15.26781
4.1085,9.42109,15.27092
4.109,9.42692,15.27482
4.1095,9.43315,15.28182
4.11,9.44054,15.28961
4.1105,9.4495,15.29895
4.111,9.45884,15.30907
4.1115,9.46662,15.31918
4.112,9.47363,15.32697
4.1125,9.47946,15.3332
4.113,9.48569,15.33942
4.1135,9.49192,15.34409
4.114,9.4997,15.35188
4.1145,9.50865,15.35966
4.115,9.51838,15.36978
4.1155,9.52656,15.3799
4.116,9.53356,15.38924
4.1165,9.53979,15.39702
4.117,9.54602,15.40481
4.1175,9.5538,15.41103
4.118,9.56236,15.41726
4.1185,9.57209,15.42505
4.119,9.58143,15.43439
4.1195,9.58922,15.44451
4.12,9.59544,15.45462
4.1205,9.60167,15.4663
4.121,9.60984,15.47642
4.1215,9.61841,15.48654
4.122,9.62814,15.49588
4.1225,9.63826,15.50366
4.123,9.64643,15.50989
4.1235,9.65343,15.51767
4.124,9.66122,15.52701
4.1245,9.669,15.53869
4.125,9.67912,15.55192
4.1255,9.68963,15.56438
4.126,9.69975,15.57605
4.1265,9.70831,15.58617
4.127,9.71609,15.59551
4.1275,9.72427,15.60485
4.128,9.73322,15.61497
4.1285,9.74373,15.62353
4.129,9.75501,15.63521
4.1295,9.76474,15.64611
4.13,9.77331,15.66012
4.1305,9.78148,15.67335
4.131,9.79121,15.68503
4.1315,9.80211,15.6967
4.132,9.813,15.70682
4.1325,9.82351,15.71694
4.133,9.83207,15.72784
4.1335,9.84064,15.73874
4.134,9.85037,15.75041
4.1345,9.86165,15.76287
4.135,9.87138,15.77766
4.1355,9.88189,15.79167
4.136,9.89084,15.80412
4.1365,9.90018,15.81658
4.137,9.9103,15.82747
4.1375,9.92081,15.83915
4.138,9.93054,15.8516
4.1385,9.94105,15.86484
4.139,9.95078,15.87729
4.1395,9.96129,15.8913
4.14,9.97179,15.90687
4.1405,9.98191,15.92088
4.141,9.99164,15.93333
4.1415,10.00293,15.94579
4.142,10.01344,15.95746
4.1425,10.02434,15.97147
4.143,10.03446,15.98549
4.1435,10.04418,15.99872
4.144,10.05353,16.01351
4.1445,10.0652,16.02908
4.145,10.0761,16.04309
4.1455,10.08777,16.05632
4.146,10.09789,16.06955
4.1465,10.10723,16.08356
4.147,10.11852,16.09835
4.1475,10.13059,16.11314
4.148,10.14265,16.12871
4.1485,10.15355,16.1435
4.149,10.16328,16.15907
4.1495,10.17301,16.1723
4.15,10.18391,16.18553
4.1505,10.19714,16.20188
4.151,10.20881,16.21822
4.1515,10.21854,16.23535
4.152,10.22827,16.25247
4.1525,10.23761,16.26804
4.153,10.25124,16.28205
4.1535,10.26447,16.29451
4.154,10.27498,16.30852
4.1545,10.28432,16.32486
4.155,10.29405,16.34354
4.1555,10.3065,16.36145
4.156,10.32168,16.37857
4.1565,10.33336,16.3957
4.157,10.3427,16.41049
4.1575,10.35243,16.4245
4.158,10.36293,16.44006
4.1585,10.37889,16.45719
4.159,10.39135,16.47587
4.1595,10.40108,16.49299
4.16,10.41042,16.51012
4.1605,10.42131,16.52724
4.161,10.43688,16.54281
4.1615,10.45011,16.55994
4.162,10.46062,16.57784
4.1625,10.46957,16.59574
4.163,10.48047,16.61287
4.1635,10.49487,16.62999
4.164,10.50849,16.64712
4.1645,10.52017,16.6619
4.165,10.52951,16.68136
4.1655,10.53924,16.69927
4.166,10.55247,16.71873
4.1665,10.56609,16.73741
4.167,10.57855,16.75453
4.1675,10.58867,16.77244
4.168,10.59762,16.78723
4.1685,10.60968,16.80591
4.169,10.62253,16.82381
4.1695,10.63615,16.84405
4.17,10.64705,16.86351
4.1705,10.656,16.88063
4.171,10.6669,16.89931
4.1715,10.67896,16.91566
4.172,10.69258,16.93356
4.1725,10.70582,16.95302
4.173,10.71554,16.97326
4.1735,10.72527,16.99116
4.174,10.73617,17.00907
4.1745,10.74979,17.02775
4.175,10.7638,17.04487
4.1755,10.77431,17.06355
4.176,10.78404,17.08379
4.1765,10.79455,17.10481
4.177,10.80817,17.12271
4.1775,10.82296,17.14139
4.178,10.83542,17.15929
4.1785,10.84515,17.1772
4.179,10.85527,17.19666
4.1795,10.8685,17.21767
4.18,10.88329,17.23713
4.1805,10.89613,17.25582
4.181,10.90703,17.27527
4.1815,10.91676,17.29318
4.182,10.9296,17.31264
4.1825,10.944,17.33288
4.183,10.95685,17.35389
4.1835,10.96813,17.37335
4.184,10.97786,17.39281
4.1845,10.98915,17.40994
4.185,11.00355,17.43017
4.1855,11.016,17.44963
4.186,11.02846,17.47065
4.1865,11.03819,17.49089
4.187,11.0487,17.51113
4.1875,11.06193,17.53059
4.188,11.07516,17.55005
4.1885,11.088,17.56951
4.189,11.09929,17.58974
4.1895,11.10902,17.61076
4.19,11.1207,17.63178
4.1905,11.13354,17.65201
4.191,11.1456,17.6707
4.1915,11.15767,17.69093
4.192,11.16779,17.71117
4.1925,11.17791,17.73297
4.193,11.19036,17.75321
4.1935,11.20243,17.775
4.194,11.21566,17.79368
4.1945,11.22734,17.81314
4.195,11.23668,17.83338
4.1955,11.24796,17.8544
4.196,11.26042,17.87619
4.1965,11.27365,17.89799
4.197,11.28688,17.91822
4.1975,11.29739,17.93768
4.198,11.30712,17.95714
4.1985,11.31918,17.97816
4.199,11.33125,17.99918
4.1995,11.34526,18.02175
4.2,11.35733,18.04121
4.2005,11.36745,18.06067
4.201,11.37834,18.08013
4.2015,11.39002,18.10114
4.202,11.40286,18.12216
4.2025,11.41609,18.14396
4.203,11.4266,18.16419
4.2035,11.43711,18.18521
4.204,11.4484,18.20467
4.2045,11.46046,18.22569
4.205,11.47331,18.2467
4.2055,11.48576,18.26772
4.206,11.49549,18.28874
4.2065,11.506,18.31053
4.207,11.5169,18.33077
4.2075,11.52896,18.35179
4.208,11.54141,18.37202
4.2085,11.5527,18.39304
4.209,11.56243,18.41328
4.2095,11.57255,18.43507
4.21,11.58345,18.45765
4.2105,11.59512,18.47866
4.211,11.60641,18.49812
4.2115,11.61692,18.51992
4.212,11.62665,18.54016
4.2125,11.63677,18.56195
4.213,11.64728,18.5853
4.2135,11.65856,18.60632
4.214,11.66985,18.62656
4.2145,11.67997,18.64757
4.215,11.68931,18.66859
4.2155,11.69904,18.68961
4.216,11.70955,18.71296
4.2165,11.72005,18.73397
4.217,11.73095,18.75499
4.2175,11.74146,18.77601
4.218,11.7508,18.79702
4.2185,11.76014,18.81726
4.219,11.76987,18.83906
4.2195,11.78038,18.86163
4.22,11.79128,18.88187
4.2205,11.8014,18.90288
4.221,11.81113,18.92312
4.2215,11.82047,18.94414
4.222,11.8302,18.96593
4.2225,11.83954,18.98929
4.223,11.85005,19.0103
4.2235,11.86094,19.0321
4.224,11.87067,19.05234
4.2245,11.8804,19.07335
4.225,11.88935,19.09437
4.2255,11.89792,19.11694
4.226,11.90842,19.13796
4.2265,11.91815,19.15897
4.227,11.92788,19.17999
4.2275,11.93761,19.20023
4.228,11.94696,19.22125
4.2285,11.95474,19.24304
4.229,11.96369,19.26561
4.2295,11.9742,19.28663
4.23,11.98354,19.30765
4.2305,11.99249,19.32633
4.231,12.00222,19.34657
4.2315,12.01039,19.3668
4.232,12.0174,19.38782
4.2325,12.02674,19.40962
4.233,12.03647,19.42985
4.2335,12.04542,19.44931
4.234,12.05437,19.46799
4.2345,12.06255,19.48823
4.235,12.07033,19.50847
4.2355,12.07772,19.52871
4.236,12.08668,19.54973
4.2365,12.09602,19.56918
4.237,12.10497,19.58787
4.2375,12.11392,19.60655
4.238,12.12209,19.62523
4.2385,12.1291,19.64391
4.239,12.1361,19.66337
4.2395,12.14467,19.68439
4.24,12.1544,19.70462
4.2405,12.16296,19.72331
4.241,12.17152,19.74199
4.2415,12.17969,19.76067
4.242,12.18709,19.77857
4.2425,12.19293,19.79647
4.243,12.19993,19.81593
4.2435,12.20927,19.83773
4.244,12.219,19.85563
4.2445,12.22717,19.87353
4.245,12.23535,19.89222
4.2455,12.24313,19.91012
4.246,12.24936,19.92647
4.2465,12.25481,19.94437
4.247,12.26181,19.96538
4.2475,12.27076,19.9864
4.248,12.27972,20.00353
4.2485,12.2875,20.02143
4.249,12.29489,20.03855
4.2495,12.3019,20.05568
4.25,12.30852,20.07125
4.2505,12.31397,20.09071
